"索引"	"奖池ID"	"奖池编号"	"奖池内位置"	"奖励道具"	"战士奖励道具"	"弓手奖励道具"	"法师奖励道具"	"是否需要公告"	""	""	""	
"310"	"7"	"3"	"82"	"560999,1"	""	""	""	"0"	""	""	""	
"311"	"7"	"3"	"89"	"420008,1"	""	""	""	"0"	""	""	""	
"312"	"7"	"3"	"91"	"420001,1"	""	""	""	"0"	""	""	""	
"313"	"7"	"3"	"96"	"420002,1"	""	""	""	"0"	""	""	""	
"314"	"7"	"3"	"99"	"420003,1"	""	""	""	"0"	""	""	""	
"315"	"8"	"1"	"1"	"420005,1"	""	""	""	"1"	""	""	""	
"316"	"8"	"1"	"3"	"560999,1"	""	""	""	"0"	""	""	""	
"317"	"8"	"1"	"7"	"560999,1"	""	""	""	"0"	""	""	""	
"318"	"8"	"1"	"11"	"561001,1"	""	""	""	"0"	""	""	""	
"319"	"8"	"1"	"15"	"420002,1"	""	""	""	"0"	""	""	""	
"320"	"8"	"1"	"20"	"560002,1"	""	""	""	"0"	""	""	""	
"321"	"8"	"1"	"27"	"420004,1"	""	""	""	"0"	""	""	""	
"322"	"8"	"1"	"30"	"420005,1"	""	""	""	"0"	""	""	""	
"323"	"8"	"1"	"36"	"561003,1"	""	""	""	"0"	""	""	""	
"324"	"8"	"1"	"40"	"420007,1"	""	""	""	"0"	""	""	""	
"325"	"8"	"1"	"45"	"420008,1"	""	""	""	"0"	""	""	""	
"326"	"8"	"1"	"50"	"561002,1"	""	""	""	"0"	""	""	""	
"327"	"8"	"1"	"56"	"420002,1"	""	""	""	"0"	""	""	""	
"328"	"8"	"1"	"61"	"420003,1"	""	""	""	"0"	""	""	""	
"329"	"8"	"1"	"68"	"561000,1"	""	""	""	"0"	""	""	""	
"330"	"8"	"1"	"72"	"420005,1"	""	""	""	"0"	""	""	""	
"331"	"8"	"1"	"79"	"420006,1"	""	""	""	"0"	""	""	""	
"332"	"8"	"1"	"82"	"560999,1"	""	""	""	"0"	""	""	""	
"333"	"8"	"1"	"86"	"420008,1"	""	""	""	"0"	""	""	""	
"334"	"8"	"1"	"91"	"420001,1"	""	""	""	"0"	""	""	""	
"335"	"8"	"1"	"96"	"420002,1"	""	""	""	"0"	""	""	""	
"336"	"8"	"2"	"1"	"420004,1"	""	""	""	"1"	""	""	""	
"337"	"8"	"2"	"2"	"420005,1"	""	""	""	"0"	""	""	""	
"338"	"8"	"2"	"5"	"560999,1"	""	""	""	"0"	""	""	""	
"339"	"8"	"2"	"9"	"560999,1"	""	""	""	"0"	""	""	""	
"340"	"8"	"2"	"14"	"561001,1"	""	""	""	"0"	""	""	""	
"341"	"8"	"2"	"19"	"420002,1"	""	""	""	"0"	""	""	""	
"342"	"8"	"2"	"22"	"560002,1"	""	""	""	"0"	""	""	""	
"343"	"8"	"2"	"30"	"420004,1"	""	""	""	"0"	""	""	""	
"344"	"8"	"2"	"33"	"420005,1"	""	""	""	"0"	""	""	""	
"345"	"8"	"2"	"39"	"561003,1"	""	""	""	"0"	""	""	""	
"346"	"8"	"2"	"48"	"420007,1"	""	""	""	"0"	""	""	""	
"347"	"8"	"2"	"52"	"420008,1"	""	""	""	"0"	""	""	""	
"348"	"8"	"2"	"58"	"561002,1"	""	""	""	"0"	""	""	""	
"349"	"8"	"2"	"60"	"420002,1"	""	""	""	"0"	""	""	""	
"350"	"8"	"2"	"65"	"420003,1"	""	""	""	"0"	""	""	""	
"351"	"8"	"2"	"70"	"561000,1"	""	""	""	"0"	""	""	""	
"352"	"8"	"2"	"74"	"420005,1"	""	""	""	"0"	""	""	""	
"353"	"8"	"2"	"80"	"420006,1"	""	""	""	"0"	""	""	""	
"354"	"8"	"2"	"82"	"560999,1"	""	""	""	"0"	""	""	""	
"355"	"8"	"2"	"88"	"420008,1"	""	""	""	"0"	""	""	""	
"356"	"8"	"2"	"93"	"420001,1"	""	""	""	"0"	""	""	""	
"357"	"8"	"2"	"98"	"420002,1"	""	""	""	"0"	""	""	""	
"358"	"8"	"3"	"1"	"420004,1"	""	""	""	"1"	""	""	""	
"359"	"8"	"3"	"6"	"420005,1"	""	""	""	"0"	""	""	""	
"360"	"8"	"3"	"12"	"560999,1"	""	""	""	"0"	""	""	""	
"361"	"8"	"3"	"14"	"560999,1"	""	""	""	"0"	""	""	""	
"362"	"8"	"3"	"19"	"561001,1"	""	""	""	"0"	""	""	""	
"363"	"8"	"3"	"26"	"420002,1"	""	""	""	"0"	""	""	""	
"364"	"8"	"3"	"34"	"560002,1"	""	""	""	"0"	""	""	""	
"365"	"8"	"3"	"40"	"420004,1"	""	""	""	"0"	""	""	""	
"366"	"8"	"3"	"47"	"420005,1"	""	""	""	"0"	""	""	""	
"367"	"8"	"3"	"50"	"561003,1"	""	""	""	"0"	""	""	""	
"368"	"8"	"3"	"53"	"420007,1"	""	""	""	"0"	""	""	""	
"369"	"8"	"3"	"58"	"420008,1"	""	""	""	"0"	""	""	""	
"370"	"8"	"3"	"65"	"561002,1"	""	""	""	"0"	""	""	""	
"371"	"8"	"3"	"69"	"420002,1"	""	""	""	"0"	""	""	""	
"372"	"8"	"3"	"73"	"420003,1"	""	""	""	"0"	""	""	""	
"373"	"8"	"3"	"78"	"561000,1"	""	""	""	"0"	""	""	""	
"374"	"8"	"3"	"82"	"420005,1"	""	""	""	"0"	""	""	""	
"375"	"8"	"3"	"89"	"420006,1"	""	""	""	"0"	""	""	""	
"376"	"8"	"3"	"91"	"560999,1"	""	""	""	"0"	""	""	""	
"377"	"8"	"3"	"96"	"420008,1"	""	""	""	"0"	""	""	""	
"378"	"8"	"3"	"99"	"420001,1"	""	""	""	"0"	""	""	""	
"379"	"9"	"1"	"230"	"810115,1"	""	""	""	"1"	""	""	""	
"380"	"9"	"1"	"240"	"810115,1"	""	""	""	"1"	""	""	""	
"381"	"9"	"1"	"250"	"521007,1"	""	""	""	"1"	""	""	""	
"382"	"9"	"1"	"460"	"810115,1"	""	""	""	"1"	""	""	""	
"383"	"9"	"1"	"465"	"521007,1"	""	""	""	"1"	""	""	""	
"384"	"9"	"1"	"470"	"810115,1"	""	""	""	"1"	""	""	""	
"385"	"9"	"2"	"230"	"521007,1"	""	""	""	"1"	""	""	""	
"386"	"9"	"2"	"240"	"810115,1"	""	""	""	"1"	""	""	""	
"387"	"9"	"2"	"250"	"810115,1"	""	""	""	"1"	""	""	""	
"388"	"9"	"2"	"460"	"521007,1"	""	""	""	"1"	""	""	""	
"389"	"9"	"2"	"465"	"810115,1"	""	""	""	"1"	""	""	""	
"390"	"9"	"2"	"470"	"810115,1"	""	""	""	"1"	""	""	""	
"391"	"9"	"3"	"230"	"810115,1"	""	""	""	"1"	""	""	""	
"392"	"9"	"3"	"240"	"521007,1"	""	""	""	"1"	""	""	""	
"393"	"9"	"3"	"250"	"810115,1"	""	""	""	"1"	""	""	""	
"394"	"9"	"3"	"460"	"810115,1"	""	""	""	"1"	""	""	""	
"395"	"9"	"3"	"465"	"810115,1"	""	""	""	"1"	""	""	""	
"396"	"9"	"3"	"470"	"521007,1"	""	""	""	"1"	""	""	""	
"397"	"10"	"1"	"230"	"810115,1"	""	""	""	"1"	""	""	""	
"398"	"10"	"1"	"240"	"810115,1"	""	""	""	"1"	""	""	""	
"399"	"10"	"1"	"250"	"521007,1"	""	""	""	"1"	""	""	""	
"400"	"10"	"1"	"460"	"810115,1"	""	""	""	"1"	""	""	""	
"401"	"10"	"1"	"465"	"521007,1"	""	""	""	"1"	""	""	""	
"402"	"10"	"1"	"470"	"810115,1"	""	""	""	"1"	""	""	""	
"403"	"10"	"2"	"230"	"521007,1"	""	""	""	"1"	""	""	""	
"404"	"10"	"2"	"240"	"810115,1"	""	""	""	"1"	""	""	""	
"405"	"10"	"2"	"250"	"810115,1"	""	""	""	"1"	""	""	""	
"406"	"10"	"2"	"460"	"521007,1"	""	""	""	"1"	""	""	""	
"407"	"10"	"2"	"465"	"810115,1"	""	""	""	"1"	""	""	""	
"408"	"10"	"2"	"470"	"810115,1"	""	""	""	"1"	""	""	""	
"409"	"10"	"3"	"230"	"810115,1"	""	""	""	"1"	""	""	""	
"410"	"10"	"3"	"240"	"521007,1"	""	""	""	"1"	""	""	""	
"411"	"10"	"3"	"250"	"810115,1"	""	""	""	"1"	""	""	""	
"412"	"10"	"3"	"460"	"810115,1"	""	""	""	"1"	""	""	""	
"413"	"10"	"3"	"465"	"810115,1"	""	""	""	"1"	""	""	""	
"414"	"10"	"3"	"470"	"521007,1"	""	""	""	"1"	""	""	""	
"415"	"11"	"1"	"1"	"400305,1"	""	""	""	"1"	""	""	""	
"416"	"11"	"1"	"11"	"810115,1"	""	""	""	"1"	""	""	""	
"417"	"11"	"1"	"21"	"521007,1"	""	""	""	"1"	""	""	""	
"418"	"11"	"1"	"31"	"810115,1"	""	""	""	"1"	""	""	""	
"419"	"11"	"1"	"41"	"810115,1"	""	""	""	"1"	""	""	""	
"420"	"11"	"1"	"51"	"810115,1"	""	""	""	"1"	""	""	""	
"421"	"11"	"1"	"61"	"521007,1"	""	""	""	"1"	""	""	""	
"422"	"11"	"1"	"71"	"810115,1"	""	""	""	"1"	""	""	""	
"423"	"11"	"1"	"81"	"810115,1"	""	""	""	"1"	""	""	""	
"424"	"11"	"1"	"91"	"810115,1"	""	""	""	"1"	""	""	""	
"425"	"11"	"1"	"101"	"810115,1"	""	""	""	"1"	""	""	""	
"426"	"11"	"1"	"111"	"810115,1"	""	""	""	"1"	""	""	""	
"427"	"11"	"1"	"121"	"521007,1"	""	""	""	"1"	""	""	""	
"428"	"11"	"1"	"131"	"521007,1"	""	""	""	"1"	""	""	""	
"429"	"11"	"1"	"141"	"810115,1"	""	""	""	"1"	""	""	""	
"430"	"11"	"1"	"151"	"810115,1"	""	""	""	"1"	""	""	""	
"431"	"11"	"1"	"161"	"810115,1"	""	""	""	"1"	""	""	""	
"432"	"11"	"1"	"171"	"810115,1"	""	""	""	"1"	""	""	""	
"433"	"11"	"1"	"181"	"810115,1"	""	""	""	"1"	""	""	""	
"434"	"11"	"1"	"191"	"810115,1"	""	""	""	"1"	""	""	""	
"435"	"11"	"1"	"201"	"521007,1"	""	""	""	"1"	""	""	""	
"436"	"11"	"1"	"211"	"521007,1"	""	""	""	"1"	""	""	""	
"437"	"11"	"1"	"221"	"810115,1"	""	""	""	"1"	""	""	""	
"438"	"11"	"1"	"230"	"400305,1"	""	""	""	"1"	""	""	""	
"439"	"11"	"1"	"231"	"810115,1"	""	""	""	"1"	""	""	""	
"440"	"11"	"1"	"240"	"810115,1"	""	""	""	"1"	""	""	""	
"441"	"11"	"1"	"241"	"810115,1"	""	""	""	"1"	""	""	""	
"442"	"11"	"1"	"250"	"521007,1"	""	""	""	"1"	""	""	""	
"443"	"11"	"1"	"251"	"810115,1"	""	""	""	"1"	""	""	""	
"444"	"11"	"1"	"261"	"810115,1"	""	""	""	"1"	""	""	""	
"445"	"11"	"1"	"271"	"521007,1"	""	""	""	"1"	""	""	""	
"446"	"11"	"1"	"281"	"810115,1"	""	""	""	"1"	""	""	""	
"447"	"11"	"1"	"291"	"810115,1"	""	""	""	"1"	""	""	""	
"448"	"11"	"1"	"301"	"810115,1"	""	""	""	"1"	""	""	""	
"449"	"11"	"1"	"311"	"810115,1"	""	""	""	"1"	""	""	""	
"450"	"11"	"1"	"321"	"810115,1"	""	""	""	"1"	""	""	""	
"451"	"11"	"1"	"331"	"521007,1"	""	""	""	"1"	""	""	""	
"452"	"11"	"1"	"341"	"810115,1"	""	""	""	"1"	""	""	""	
"453"	"11"	"1"	"351"	"810115,1"	""	""	""	"1"	""	""	""	
"454"	"11"	"1"	"361"	"810115,1"	""	""	""	"1"	""	""	""	
"455"	"11"	"1"	"371"	"810115,1"	""	""	""	"1"	""	""	""	
"456"	"11"	"1"	"381"	"810115,1"	""	""	""	"1"	""	""	""	
"457"	"11"	"1"	"391"	"810115,1"	""	""	""	"1"	""	""	""	
"458"	"11"	"1"	"401"	"810115,1"	""	""	""	"1"	""	""	""	
"459"	"11"	"1"	"411"	"521007,1"	""	""	""	"1"	""	""	""	
"460"	"11"	"1"	"421"	"810115,1"	""	""	""	"1"	""	""	""	
"461"	"11"	"1"	"431"	"810115,1"	""	""	""	"1"	""	""	""	
"462"	"11"	"1"	"441"	"810115,1"	""	""	""	"1"	""	""	""	
"463"	"11"	"1"	"451"	"810115,1"	""	""	""	"1"	""	""	""	
"464"	"11"	"1"	"460"	"810115,1"	""	""	""	"1"	""	""	""	
"465"	"11"	"1"	"461"	"810115,1"	""	""	""	"1"	""	""	""	
"466"	"11"	"1"	"465"	"521007,1"	""	""	""	"1"	""	""	""	
"467"	"11"	"1"	"470"	"810115,1"	""	""	""	"1"	""	""	""	
"468"	"11"	"1"	"471"	"521007,1"	""	""	""	"1"	""	""	""	
"469"	"11"	"1"	"481"	"810115,1"	""	""	""	"1"	""	""	""	
"470"	"11"	"1"	"491"	"521007,1"	""	""	""	"1"	""	""	""	
"471"	"11"	"2"	"1"	"400305,1"	""	""	""	"1"	""	""	""	
"472"	"11"	"2"	"11"	"810115,1"	""	""	""	"1"	""	""	""	
"473"	"11"	"2"	"21"	"521007,1"	""	""	""	"1"	""	""	""	
"474"	"11"	"2"	"31"	"810115,1"	""	""	""	"1"	""	""	""	
"475"	"11"	"2"	"41"	"810115,1"	""	""	""	"1"	""	""	""	
"476"	"11"	"2"	"51"	"810115,1"	""	""	""	"1"	""	""	""	
"477"	"11"	"2"	"61"	"521007,1"	""	""	""	"1"	""	""	""	
"478"	"11"	"2"	"71"	"810115,1"	""	""	""	"1"	""	""	""	
"479"	"11"	"2"	"81"	"810115,1"	""	""	""	"1"	""	""	""	
"480"	"11"	"2"	"91"	"810115,1"	""	""	""	"1"	""	""	""	
"481"	"11"	"2"	"101"	"810115,1"	""	""	""	"1"	""	""	""	
"482"	"11"	"2"	"111"	"810115,1"	""	""	""	"1"	""	""	""	
"483"	"11"	"2"	"121"	"521007,1"	""	""	""	"1"	""	""	""	
"484"	"11"	"2"	"131"	"521007,1"	""	""	""	"1"	""	""	""	
"485"	"11"	"2"	"141"	"810115,1"	""	""	""	"1"	""	""	""	
"486"	"11"	"2"	"151"	"810115,1"	""	""	""	"1"	""	""	""	
"487"	"11"	"2"	"161"	"810115,1"	""	""	""	"1"	""	""	""	
"488"	"11"	"2"	"171"	"810115,1"	""	""	""	"1"	""	""	""	
"489"	"11"	"2"	"181"	"810115,1"	""	""	""	"1"	""	""	""	
"490"	"11"	"2"	"191"	"810115,1"	""	""	""	"1"	""	""	""	
"491"	"11"	"2"	"201"	"521007,1"	""	""	""	"1"	""	""	""	
"492"	"11"	"2"	"211"	"521007,1"	""	""	""	"1"	""	""	""	
"493"	"11"	"2"	"221"	"810115,1"	""	""	""	"1"	""	""	""	
"494"	"11"	"2"	"230"	"400305,1"	""	""	""	"1"	""	""	""	
"495"	"11"	"2"	"231"	"810115,1"	""	""	""	"1"	""	""	""	
"496"	"11"	"2"	"240"	"810115,1"	""	""	""	"1"	""	""	""	
"497"	"11"	"2"	"241"	"810115,1"	""	""	""	"1"	""	""	""	
"498"	"11"	"2"	"250"	"521007,1"	""	""	""	"1"	""	""	""	
"499"	"11"	"2"	"251"	"810115,1"	""	""	""	"1"	""	""	""	
"500"	"11"	"2"	"261"	"810115,1"	""	""	""	"1"	""	""	""	
"501"	"11"	"2"	"271"	"521007,1"	""	""	""	"1"	""	""	""	
"502"	"11"	"2"	"281"	"810115,1"	""	""	""	"1"	""	""	""	
"503"	"11"	"2"	"291"	"810115,1"	""	""	""	"1"	""	""	""	
"504"	"11"	"2"	"301"	"810115,1"	""	""	""	"1"	""	""	""	
"505"	"11"	"2"	"311"	"810115,1"	""	""	""	"1"	""	""	""	
"506"	"11"	"2"	"321"	"810115,1"	""	""	""	"1"	""	""	""	
"507"	"11"	"2"	"331"	"521007,1"	""	""	""	"1"	""	""	""	
"508"	"11"	"2"	"341"	"810115,1"	""	""	""	"1"	""	""	""	
"509"	"11"	"2"	"351"	"810115,1"	""	""	""	"1"	""	""	""	
"510"	"11"	"2"	"361"	"810115,1"	""	""	""	"1"	""	""	""	
"511"	"11"	"2"	"371"	"810115,1"	""	""	""	"1"	""	""	""	
"512"	"11"	"2"	"381"	"810115,1"	""	""	""	"1"	""	""	""	
"513"	"11"	"2"	"391"	"810115,1"	""	""	""	"1"	""	""	""	
"514"	"11"	"2"	"401"	"810115,1"	""	""	""	"1"	""	""	""	
"515"	"11"	"2"	"411"	"521007,1"	""	""	""	"1"	""	""	""	
"516"	"11"	"2"	"421"	"810115,1"	""	""	""	"1"	""	""	""	
"517"	"11"	"2"	"431"	"810115,1"	""	""	""	"1"	""	""	""	
"518"	"11"	"2"	"441"	"810115,1"	""	""	""	"1"	""	""	""	
"519"	"11"	"2"	"451"	"810115,1"	""	""	""	"1"	""	""	""	
"520"	"11"	"2"	"460"	"810115,1"	""	""	""	"1"	""	""	""	
"521"	"11"	"2"	"461"	"810115,1"	""	""	""	"1"	""	""	""	
"522"	"11"	"2"	"465"	"521007,1"	""	""	""	"1"	""	""	""	
"523"	"11"	"2"	"470"	"810115,1"	""	""	""	"1"	""	""	""	
"524"	"11"	"2"	"471"	"521007,1"	""	""	""	"1"	""	""	""	
"525"	"11"	"2"	"481"	"810115,1"	""	""	""	"1"	""	""	""	
"526"	"11"	"2"	"491"	"521007,1"	""	""	""	"1"	""	""	""	
"527"	"11"	"3"	"1"	"400305,1"	""	""	""	"1"	""	""	""	
"528"	"11"	"3"	"11"	"810115,1"	""	""	""	"1"	""	""	""	
"529"	"11"	"3"	"21"	"521007,1"	""	""	""	"1"	""	""	""	
"530"	"11"	"3"	"31"	"810115,1"	""	""	""	"1"	""	""	""	
"531"	"11"	"3"	"41"	"810115,1"	""	""	""	"1"	""	""	""	
"532"	"11"	"3"	"51"	"810115,1"	""	""	""	"1"	""	""	""	
"533"	"11"	"3"	"61"	"521007,1"	""	""	""	"1"	""	""	""	
"534"	"11"	"3"	"71"	"810115,1"	""	""	""	"1"	""	""	""	
"535"	"11"	"3"	"81"	"810115,1"	""	""	""	"1"	""	""	""	
"536"	"11"	"3"	"91"	"810115,1"	""	""	""	"1"	""	""	""	
"537"	"11"	"3"	"101"	"810115,1"	""	""	""	"1"	""	""	""	
"538"	"11"	"3"	"111"	"810115,1"	""	""	""	"1"	""	""	""	
"539"	"11"	"3"	"121"	"521007,1"	""	""	""	"1"	""	""	""	
"540"	"11"	"3"	"131"	"521007,1"	""	""	""	"1"	""	""	""	
"541"	"11"	"3"	"141"	"810115,1"	""	""	""	"1"	""	""	""	
"542"	"11"	"3"	"151"	"810115,1"	""	""	""	"1"	""	""	""	
"543"	"11"	"3"	"161"	"810115,1"	""	""	""	"1"	""	""	""	
"544"	"11"	"3"	"171"	"810115,1"	""	""	""	"1"	""	""	""	
"545"	"11"	"3"	"181"	"810115,1"	""	""	""	"1"	""	""	""	
"546"	"11"	"3"	"191"	"810115,1"	""	""	""	"1"	""	""	""	
"547"	"11"	"3"	"201"	"521007,1"	""	""	""	"1"	""	""	""	
"548"	"11"	"3"	"211"	"521007,1"	""	""	""	"1"	""	""	""	
"549"	"11"	"3"	"221"	"810115,1"	""	""	""	"1"	""	""	""	
"550"	"11"	"3"	"230"	"400305,1"	""	""	""	"1"	""	""	""	
"551"	"11"	"3"	"231"	"810115,1"	""	""	""	"1"	""	""	""	
"552"	"11"	"3"	"240"	"810115,1"	""	""	""	"1"	""	""	""	
"553"	"11"	"3"	"241"	"810115,1"	""	""	""	"1"	""	""	""	
"554"	"11"	"3"	"250"	"521007,1"	""	""	""	"1"	""	""	""	
"555"	"11"	"3"	"251"	"810115,1"	""	""	""	"1"	""	""	""	
"556"	"11"	"3"	"261"	"810115,1"	""	""	""	"1"	""	""	""	
"557"	"11"	"3"	"271"	"521007,1"	""	""	""	"1"	""	""	""	
"558"	"11"	"3"	"281"	"810115,1"	""	""	""	"1"	""	""	""	
"559"	"11"	"3"	"291"	"810115,1"	""	""	""	"1"	""	""	""	
"560"	"11"	"3"	"301"	"810115,1"	""	""	""	"1"	""	""	""	
"561"	"11"	"3"	"311"	"810115,1"	""	""	""	"1"	""	""	""	
"562"	"11"	"3"	"321"	"810115,1"	""	""	""	"1"	""	""	""	
"563"	"11"	"3"	"331"	"521007,1"	""	""	""	"1"	""	""	""	
"564"	"11"	"3"	"341"	"810115,1"	""	""	""	"1"	""	""	""	
"565"	"11"	"3"	"351"	"810115,1"	""	""	""	"1"	""	""	""	
"566"	"11"	"3"	"361"	"810115,1"	""	""	""	"1"	""	""	""	
"567"	"11"	"3"	"371"	"810115,1"	""	""	""	"1"	""	""	""	
"568"	"11"	"3"	"381"	"810115,1"	""	""	""	"1"	""	""	""	
"569"	"11"	"3"	"391"	"810115,1"	""	""	""	"1"	""	""	""	
"570"	"11"	"3"	"401"	"810115,1"	""	""	""	"1"	""	""	""	
"571"	"11"	"3"	"411"	"521007,1"	""	""	""	"1"	""	""	""	
"572"	"11"	"3"	"421"	"810115,1"	""	""	""	"1"	""	""	""	
"573"	"11"	"3"	"431"	"810115,1"	""	""	""	"1"	""	""	""	
"574"	"11"	"3"	"441"	"810115,1"	""	""	""	"1"	""	""	""	
"575"	"11"	"3"	"451"	"810115,1"	""	""	""	"1"	""	""	""	
"576"	"11"	"3"	"460"	"810115,1"	""	""	""	"1"	""	""	""	
"577"	"11"	"3"	"461"	"810115,1"	""	""	""	"1"	""	""	""	
"578"	"11"	"3"	"465"	"521007,1"	""	""	""	"1"	""	""	""	
"579"	"11"	"3"	"470"	"810115,1"	""	""	""	"1"	""	""	""	
"580"	"11"	"3"	"471"	"521007,1"	""	""	""	"1"	""	""	""	
"581"	"11"	"3"	"481"	"810115,1"	""	""	""	"1"	""	""	""	
"582"	"11"	"3"	"491"	"521007,1"	""	""	""	"1"	""	""	""	
"583"	"12"	"1"	"2"	""	"282121,1"	"282124,1"	"282127,1"	"0"	""	""	""	
"584"	"12"	"1"	"3"	""	"282123,1"	"282126,1"	"282129,1"	"0"	""	""	""	
"585"	"12"	"1"	"7"	""	"282123,1"	"282126,1"	"282129,1"	"0"	""	""	""	
"586"	"12"	"1"	"9"	""	"282122,1"	"282125,1"	"282128,1"	"0"	""	""	""	
"587"	"12"	"1"	"11"	""	"282121,1"	"282124,1"	"282127,1"	"0"	""	""	""	
"588"	"12"	"1"	"12"	""	"282122,1"	"282125,1"	"282128,1"	"0"	""	""	""	
"589"	"12"	"1"	"15"	""	"282122,1"	"282125,1"	"282128,1"	"0"	""	""	""	
"590"	"12"	"1"	"20"	""	"282123,1"	"282126,1"	"282129,1"	"0"	""	""	""	
"591"	"12"	"2"	"1"	""	"282123,1"	"282126,1"	"282129,1"	"0"	""	""	""	
"592"	"12"	"2"	"2"	""	"282123,1"	"282126,1"	"282129,1"	"0"	""	""	""	
"593"	"12"	"2"	"5"	""	"282121,1"	"282124,1"	"282127,1"	"0"	""	""	""	
"594"	"12"	"2"	"9"	""	"282121,1"	"282124,1"	"282127,1"	"0"	""	""	""	
"595"	"12"	"2"	"10"	""	"282121,1"	"282124,1"	"282127,1"	"0"	""	""	""	
"596"	"12"	"2"	"13"	""	"282123,1"	"282126,1"	"282129,1"	"0"	""	""	""	
"597"	"12"	"2"	"15"	""	"282122,1"	"282125,1"	"282128,1"	"0"	""	""	""	
"598"	"12"	"2"	"19"	""	"282122,1"	"282125,1"	"282128,1"	"0"	""	""	""	
"599"	"12"	"3"	"3"	""	"282121,1"	"282124,1"	"282127,1"	"0"	""	""	""	
"600"	"12"	"3"	"4"	""	"282123,1"	"282126,1"	"282129,1"	"0"	""	""	""	
"601"	"12"	"3"	"7"	""	"282122,1"	"282125,1"	"282128,1"	"0"	""	""	""	
"602"	"12"	"3"	"8"	""	"282122,1"	"282125,1"	"282128,1"	"0"	""	""	""	
"603"	"12"	"3"	"10"	""	"282122,1"	"282125,1"	"282128,1"	"0"	""	""	""	
"604"	"12"	"3"	"12"	""	"282121,1"	"282124,1"	"282127,1"	"0"	""	""	""	
"605"	"12"	"3"	"14"	""	"282123,1"	"282126,1"	"282129,1"	"0"	""	""	""	
"606"	"12"	"3"	"16"	""	"282121,1"	"282124,1"	"282127,1"	"0"	""	""	""	
"607"	"12"	"4"	"1"	""	"282122,1"	"282125,1"	"282128,1"	"0"	""	""	""	
"608"	"12"	"4"	"5"	""	"282122,1"	"282125,1"	"282128,1"	"0"	""	""	""	
"609"	"12"	"4"	"6"	""	"282121,1"	"282124,1"	"282127,1"	"0"	""	""	""	
"610"	"12"	"4"	"8"	""	"282123,1"	"282126,1"	"282129,1"	"0"	""	""	""	
"611"	"12"	"4"	"10"	""	"282121,1"	"282124,1"	"282127,1"	"0"	""	""	""	
"612"	"12"	"4"	"12"	""	"282122,1"	"282125,1"	"282128,1"	"0"	""	""	""	
"613"	"12"	"4"	"16"	""	"282123,1"	"282126,1"	"282129,1"	"0"	""	""	""	
"614"	"12"	"4"	"19"	""	"282123,1"	"282126,1"	"282129,1"	"0"	""	""	""	
"615"	"12"	"5"	"2"	""	"282122,1"	"282125,1"	"282128,1"	"0"	""	""	""	
"616"	"12"	"5"	"4"	""	"282123,1"	"282126,1"	"282129,1"	"0"	""	""	""	
"617"	"12"	"5"	"7"	""	"282121,1"	"282124,1"	"282127,1"	"0"	""	""	""	
"618"	"12"	"5"	"9"	""	"282121,1"	"282124,1"	"282127,1"	"0"	""	""	""	
"619"	"12"	"5"	"11"	""	"282123,1"	"282126,1"	"282129,1"	"0"	""	""	""	
"620"	"12"	"5"	"12"	""	"282122,1"	"282125,1"	"282128,1"	"0"	""	""	""	
"621"	"12"	"5"	"15"	""	"282122,1"	"282125,1"	"282128,1"	"0"	""	""	""	
"622"	"12"	"5"	"17"	""	"282121,1"	"282124,1"	"282127,1"	"0"	""	""	""	
"623"	"13"	"1"	"2"	""	"282130,1"	"282133,1"	"282136,1"	"0"	""	""	""	
"624"	"13"	"1"	"8"	""	"282132,1"	"282135,1"	"282138,1"	"0"	""	""	""	
"625"	"13"	"1"	"13"	""	"282132,1"	"282135,1"	"282138,1"	"0"	""	""	""	
"626"	"13"	"1"	"20"	""	"282130,1"	"282133,1"	"282136,1"	"0"	""	""	""	
"627"	"13"	"1"	"22"	""	"282130,1"	"282133,1"	"282136,1"	"0"	""	""	""	
"628"	"13"	"1"	"27"	""	"282131,1"	"282134,1"	"282137,1"	"0"	""	""	""	
"629"	"13"	"1"	"32"	""	"282131,1"	"282134,1"	"282137,1"	"0"	""	""	""	
"630"	"13"	"1"	"40"	""	"282132,1"	"282135,1"	"282138,1"	"0"	""	""	""	
"631"	"13"	"1"	"46"	""	"282131,1"	"282134,1"	"282137,1"	"0"	""	""	""	
"632"	"13"	"2"	"5"	""	"282132,1"	"282135,1"	"282138,1"	"0"	""	""	""	
"633"	"13"	"2"	"12"	""	"282131,1"	"282134,1"	"282137,1"	"0"	""	""	""	
"634"	"13"	"2"	"14"	""	"282131,1"	"282134,1"	"282137,1"	"0"	""	""	""	
"635"	"13"	"2"	"25"	""	"282130,1"	"282133,1"	"282136,1"	"0"	""	""	""	
"636"	"13"	"2"	"29"	""	"282132,1"	"282135,1"	"282138,1"	"0"	""	""	""	
"637"	"13"	"2"	"31"	""	"282130,1"	"282133,1"	"282136,1"	"0"	""	""	""	
"638"	"13"	"2"	"37"	""	"282131,1"	"282134,1"	"282137,1"	"0"	""	""	""	
"639"	"13"	"2"	"43"	""	"282130,1"	"282133,1"	"282136,1"	"0"	""	""	""	
"640"	"13"	"2"	"48"	""	"282132,1"	"282135,1"	"282138,1"	"0"	""	""	""	
"641"	"13"	"3"	"4"	""	"282131,1"	"282134,1"	"282137,1"	"0"	""	""	""	
