"id"	"名字"	"图标"	"大图标"	"小图标"	"类别(同类别的天赋石不能出现在一头龙上)"	"品质"	"等级"	"最高等级"	"职业限制0x01=战士0x02=游侠0x04=法师"	"龙系别限制0x01=火0x02=冰0x04=雷0x08=毒"	"效果(索引到天赋石效果表中)"	"注释"	"技能tips"	"技能tips参数"	"影响的技能(客户端用)@xl填-1表示对所有技能都影响"	""	""	""	""	""	
"112100"	"烈焰裁决-致命"	""	"skill2,zhongkan"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"1121"	"0"	"1"	""	"1"	"15"	"112100,112101"	""	"[green]烈焰裁决[white]对目标造成额外目标血量的[green]${0},7$[white]生命值的附加伤害"	"[[`talent_type_id`,2,112100,`oper_val`]]"	"1120"	""	""	""	""	""	
"112200"	"烈焰裁决-强力"	""	"skill3,zhongkan"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"1122"	"0"	"1"	""	"1"	"15"	"112200"	""	"[green]烈焰裁决[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,112200,`oper_val`]]"	"1120"	""	""	""	""	""	
"112210"	"烈焰裁决-强力"	""	"skill3,zhongkan"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"1122"	"0"	"2"	""	"1"	"15"	"112210"	""	"[green]烈焰裁决[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,112210,`oper_val`]]"	"1120"	""	""	""	""	""	
"112220"	"烈焰裁决-强力"	""	"skill3,zhongkan"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"1122"	"0"	"3"	""	"1"	"15"	"112220"	""	"[green]烈焰裁决[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,112220,`oper_val`]]"	"1120"	""	""	""	""	""	
"112230"	"烈焰裁决-强力"	""	"skill3,zhongkan"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"1122"	"0"	"4"	""	"1"	"15"	"112230"	""	"[green]烈焰裁决[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,112230,`oper_val`]]"	"1120"	""	""	""	""	""	
"112240"	"烈焰裁决-强力"	""	"skill3,zhongkan"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"1122"	"0"	"5"	""	"1"	"15"	"112240"	""	"[green]烈焰裁决[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,112240,`oper_val`]]"	"1120"	""	""	""	""	""	
"113000"	"光之盾-荆棘盾"	""	"skill2,guangzhidun"	"dragon_tianfu_2013.10,fantan_l"	"1130"	"0"	"1"	""	"1"	"15"	"113000"	""	"[green]光之盾[white]持续时间内，每次格挡后对攻击者反弹[green]50%[white]的物理伤害"	""	"1130"	""	""	""	""	""	
"113100"	"光之盾-恢复盾"	""	"skill2,guangzhidun"	"dragon_tianfu_2013.10,xixue_l"	"1131"	"0"	"1"	""	"1"	"15"	"113100"	""	"[green]光之盾[white]持续时间内，每次格挡后恢复毁灭术师自身[green]2%[white]的生命值"	""	"1130"	""	""	""	""	""	
"114000"	"无双连斩-疯狂杀戮"	""	"skill2,wudizhan"	"dragon_tianfu_2013.10,fanweizengjija_l"	"1140"	"0"	"1"	""	"1"	"15"	"114000"	""	"[green]无双连斩[white]的斩击次数提升到[green]7[white]次"	""	"1140"	""	""	""	""	""	
"114100"	"无双连斩-嗜血渴望"	""	"skill2,wudizhan"	"dragon_tianfu_2013.10,xixue_l"	"1141"	"0"	"1"	""	"1"	"15"	"114100"	""	"[green]无双连斩[white]每增加一次攻击都会为毁灭术师恢复攻击收益的[green]${0},7$[white]生命值"	"[[`talent_type_id`,2,114100,`oper_val`]]"	"1140"	""	""	""	""	""	
"200000"	"淬毒箭-暗灭"	""	"skill2,dujian"	"dragon_tianfu_2013.10,zhuandushanghai_l"	"2000"	"0"	"1"	""	"2"	"15"	"200000"	""	"[green]淬毒箭[white]击中的单位物理防御值降低[green]20%[white]，持续[green]2[white]秒"	""	"2000"	""	""	""	""	""	
"200100"	"淬毒箭-淬毒"	""	"skill2,dujian"	"dragon_tianfu_2013.10,chixushijianzengjia_l"	"2001"	"0"	"1"	""	"2"	"15"	"200100"	""	"[green]淬毒箭[white]中毒效果持续时间延长[green]${0},8$[white]秒"	"[[`talent_type_id`,2,200100,`oper_val`]]"	"2000"	""	""	""	""	""	
"200200"	"淬毒箭-强力"	""	"skill2,dujian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2002"	"0"	"1"	""	"2"	"15"	"200200"	""	"[green]淬毒箭[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,200200,`oper_val`]]"	"2000"	""	""	""	""	""	
"200210"	"淬毒箭-强力"	""	"skill2,dujian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2002"	"0"	"2"	""	"2"	"15"	"200210"	""	"[green]淬毒箭[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,200210,`oper_val`]]"	"2000"	""	""	""	""	""	
"200220"	"淬毒箭-强力"	""	"skill2,dujian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2002"	"0"	"3"	""	"2"	"15"	"200220"	""	"[green]淬毒箭[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,200220,`oper_val`]]"	"2000"	""	""	""	""	""	
"200230"	"淬毒箭-强力"	""	"skill2,dujian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2002"	"0"	"4"	""	"2"	"15"	"200230"	""	"[green]淬毒箭[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,200230,`oper_val`]]"	"2000"	""	""	""	""	""	
"200240"	"淬毒箭-强力"	""	"skill2,dujian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2002"	"0"	"5"	""	"2"	"15"	"200240"	""	"[green]淬毒箭[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,200240,`oper_val`]]"	"2000"	""	""	""	""	""	
"200300"	"淬毒箭-无尽"	""	"skill2,dujian"	"dragon_tianfu_2013.10,ewainengliang_l"	"2003"	"0"	"1"	""	"2"	"15"	"200300"	""	"[green]淬毒箭[white]命中敌人后额外恢复[green]${0},1$[white]点术元粒"	"[[`talent_type_id`,2,200300,`oper_val`]]"	"2000"	""	""	""	""	""	
"200310"	"淬毒箭-无尽"	""	"skill2,dujian"	"dragon_tianfu_2013.10,ewainengliang_l"	"2003"	"0"	"2"	""	"2"	"15"	"200310"	""	"[green]淬毒箭[white]命中敌人后额外恢复[green]${0},1$[white]点术元粒"	"[[`talent_type_id`,2,200310,`oper_val`]]"	"2000"	""	""	""	""	""	
"200320"	"淬毒箭-无尽"	""	"skill2,dujian"	"dragon_tianfu_2013.10,ewainengliang_l"	"2003"	"0"	"3"	""	"2"	"15"	"200320"	""	"[green]淬毒箭[white]命中敌人后额外恢复[green]${0},1$[white]点术元粒"	"[[`talent_type_id`,2,200320,`oper_val`]]"	"2000"	""	""	""	""	""	
"200330"	"淬毒箭-无尽"	""	"skill2,dujian"	"dragon_tianfu_2013.10,ewainengliang_l"	"2003"	"0"	"4"	""	"2"	"15"	"200330"	""	"[green]淬毒箭[white]命中敌人后额外恢复[green]${0},1$[white]点术元粒"	"[[`talent_type_id`,2,200330,`oper_val`]]"	"2000"	""	""	""	""	""	
"200340"	"淬毒箭-无尽"	""	"skill2,dujian"	"dragon_tianfu_2013.10,ewainengliang_l"	"2003"	"0"	"5"	""	"2"	"15"	"200340"	""	"[green]淬毒箭[white]命中敌人后额外恢复[green]${0},1$[white]点术元粒"	"[[`talent_type_id`,2,200340,`oper_val`]]"	"2000"	""	""	""	""	""	
"201000"	"爆裂弹-眩晕"	""	"skill2,shoulei"	"dragon_tianfu_2013.10,jiansuxiaoguo_l"	"2010"	"0"	"1"	""	"2"	"15"	"201000,201001"	""	"[green]爆裂弹[white]有[green]100%[white]几率造成眩晕[green]1[white]秒"	""	"2010"	""	""	""	""	""	
"201100"	"爆裂弹-伤害加深"	""	"skill2,shoulei"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2011"	"0"	"1"	""	"2"	"15"	"201100"	""	"[green]爆裂弹[white]的爆炸造成的伤害增加[green]${0},9$[white]"	"[[`talent_type_id`,2,201100,`oper_val`]]"	"2010"	""	""	""	""	""	
"201200"	"爆裂弹-强力"	""	"skill2,shoulei"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2012"	"0"	"1"	""	"2"	"15"	"201200"	""	"[green]爆裂弹[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,201200,`oper_val`]]"	"2010"	""	""	""	""	""	
"201210"	"爆裂弹-强力"	""	"skill2,shoulei"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2012"	"0"	"2"	""	"2"	"15"	"201210"	""	"[green]爆裂弹[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,201210,`oper_val`]]"	"2010"	""	""	""	""	""	
"201220"	"爆裂弹-强力"	""	"skill2,shoulei"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2012"	"0"	"3"	""	"2"	"15"	"201220"	""	"[green]爆裂弹[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,201220,`oper_val`]]"	"2010"	""	""	""	""	""	
"201230"	"爆裂弹-强力"	""	"skill2,shoulei"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2012"	"0"	"4"	""	"2"	"15"	"201230"	""	"[green]爆裂弹[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,201230,`oper_val`]]"	"2010"	""	""	""	""	""	
"201240"	"爆裂弹-强力"	""	"skill2,shoulei"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2012"	"0"	"5"	""	"2"	"15"	"201240"	""	"[green]爆裂弹[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,201240,`oper_val`]]"	"2010"	""	""	""	""	""	
"202000"	"死亡标记-暗影"	""	"skill2,siwangbiaoji"	"dragon_tianfu_2013.10,zhuanleishanghai_l"	"2020"	"0"	"1"	""	"2"	"15"	"202000"	""	"[green]死亡标记[white]的目标的法术防御降低[green]50%[white]"	""	"2020"	""	""	""	""	""	
"202100"	"死亡标记-暗灭"	""	"skill2,siwangbiaoji"	"dragon_tianfu_2013.10,zhuandushanghai_l"	"2021"	"0"	"1"	""	"2"	"15"	"202100"	""	"[green]死亡标记[white]的目标的物理防御降低[green]50%[white]"	""	"2020"	""	""	""	""	""	
"203000"	"冰封散射-箭影重重"	""	"skill2,duochongsheji"	"dragon_tianfu_2013.10,mubiaogeshu_l"	"2030"	"0"	"1"	""	"2"	"15"	"203000"	""	"[green]冰封散射[white]射出的箭矢数量增加到[green]${0},1$[white]支"	"[[`talent_type_id`,2,203000,`oper_val`]]"	"2030"	""	""	""	""	""	
"203100"	"冰封散射-加速飞行"	""	"skill2,duochongsheji"	"dragon_tianfu_2013.10,mubiaogeshu_l"	"2031"	"0"	"1"	""	"2"	"15"	"203100"	""	"[green]冰封散射[white]射出的箭矢速度每秒加快[green]${0},1$[white]米"	"[[`talent_type_id`,2,203100,`oper_val`]]"	"2030"	""	""	""	""	""	
"204000"	"元素箭-冰箭"	""	"skill2,yuansujian"	"dragon_tianfu_2013.10,zhuanbingshanghai_l"	"2040"	"0"	"1"	""	"2"	"15"	"204000"	""	"[green]元素箭[white]无属性伤害转化[green]${0},7$[white]冰属性物理伤害"	"[[`talent_type_id`,2,204000,`oper_val`]]"	"2040"	""	""	""	""	""	
"204100"	"元素箭-火箭"	""	"skill2,yuansujian"	"dragon_tianfu_2013.10,zhuanhuoshanghai_l"	"2041"	"0"	"1"	""	"2"	"15"	"204100"	""	"[green]元素箭[white]无属性伤害转化[green]${0},7$[white]火属性物理伤害"	"[[`talent_type_id`,2,204100,`oper_val`]]"	"2040"	""	""	""	""	""	
"204200"	"元素箭-雷箭"	""	"skill2,yuansujian"	"dragon_tianfu_2013.10,zhuanleishanghai_l"	"2042"	"0"	"1"	""	"2"	"15"	"204200"	""	"[green]元素箭[white]无属性伤害转化[green]${0},7$[white]雷属性物理伤害"	"[[`talent_type_id`,2,204200,`oper_val`]]"	"2040"	""	""	""	""	""	
"204300"	"元素箭-强力"	""	"skill2,yuansujian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2043"	"0"	"1"	""	"2"	"15"	"204300"	""	"[green]元素箭[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,204300,`oper_val`]]"	"2040"	""	""	""	""	""	
"204310"	"元素箭-强力"	""	"skill2,yuansujian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2043"	"0"	"2"	""	"2"	"15"	"204310"	""	"[green]元素箭[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,204310,`oper_val`]]"	"2040"	""	""	""	""	""	
"204320"	"元素箭-强力"	""	"skill2,yuansujian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2043"	"0"	"3"	""	"2"	"15"	"204320"	""	"[green]元素箭[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,204320,`oper_val`]]"	"2040"	""	""	""	""	""	
"204330"	"元素箭-强力"	""	"skill2,yuansujian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2043"	"0"	"4"	""	"2"	"15"	"204330"	""	"[green]元素箭[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,204330,`oper_val`]]"	"2040"	""	""	""	""	""	
"204340"	"元素箭-强力"	""	"skill2,yuansujian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2043"	"0"	"5"	""	"2"	"15"	"204340"	""	"[green]元素箭[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,204340,`oper_val`]]"	"2040"	""	""	""	""	""	
"204400"	"元素箭-无尽"	""	"skill3,yuansujian"	"dragon_tianfu_2013.10,ewainengliang_l"	"2044"	"0"	"1"	""	"2"	"15"	"204400"	""	"[green]元素箭[white]命中敌人后额外恢复[green]${0},1$[white]点术元粒"	"[[`talent_type_id`,2,204400,`oper_val`]]"	"2040"	""	""	""	""	""	
"204410"	"元素箭-无尽"	""	"skill3,yuansujian"	"dragon_tianfu_2013.10,ewainengliang_l"	"2044"	"0"	"2"	""	"2"	"15"	"204410"	""	"[green]元素箭[white]命中敌人后额外恢复[green]${0},1$[white]点术元粒"	"[[`talent_type_id`,2,204410,`oper_val`]]"	"2040"	""	""	""	""	""	
"204420"	"元素箭-无尽"	""	"skill3,yuansujian"	"dragon_tianfu_2013.10,ewainengliang_l"	"2044"	"0"	"3"	""	"2"	"15"	"204420"	""	"[green]元素箭[white]命中敌人后额外恢复[green]${0},1$[white]点术元粒"	"[[`talent_type_id`,2,204420,`oper_val`]]"	"2040"	""	""	""	""	""	
"204430"	"元素箭-无尽"	""	"skill3,yuansujian"	"dragon_tianfu_2013.10,ewainengliang_l"	"2044"	"0"	"4"	""	"2"	"15"	"204430"	""	"[green]元素箭[white]命中敌人后额外恢复[green]${0},1$[white]点术元粒"	"[[`talent_type_id`,2,204430,`oper_val`]]"	"2040"	""	""	""	""	""	
"204440"	"元素箭-无尽"	""	"skill3,yuansujian"	"dragon_tianfu_2013.10,ewainengliang_l"	"2044"	"0"	"5"	""	"2"	"15"	"204440"	""	"[green]元素箭[white]命中敌人后额外恢复[green]${0},1$[white]点术元粒"	"[[`talent_type_id`,2,204440,`oper_val`]]"	"2040"	""	""	""	""	""	
"204500"	"元素箭-穿透"	""	"skill3,yuansujian"	"dragon_tianfu_2013.10,mubiaogeshu_l"	"2045"	"0"	"1"	""	"2"	"15"	"204500"	""	"[green]元素箭[white]可以穿透，最多击中[green]3[white]个目标"	"[[`talent_type_id`,2,204500,`oper_val`]]"	"2040"	""	""	""	""	""	
"205000"	"暗影之舞-伺机待发"	""	"skill2,yueyinglianshan"	"dragon_tianfu_2013.10,jiancd_l"	"2050"	"0"	"1"	""	"2"	"15"	"205000"	""	"[green]暗影之舞[white]生效时，使用技能时CD时间减少[green]20%[white]"	""	"2050"	""	""	""	""	""	
"205100"	"暗影之舞-闪避之魂"	""	"skill2,yueyinglianshan"	"dragon_tianfu_2013.10,suduzengjia_l"	"2051"	"0"	"1"	""	"2"	"15"	"205100"	""	"[green]暗影之舞[white]释放瞬间移动速度增加[green]80%[white]持续10秒"	""	"2050"	""	""	""	""	""	
"206000"	"影轮翻-闪避护符"	""	"skill2,fangun"	"dragon_tianfu_2013.10,suduzengjia_l"	"2060"	"0"	"1"	""	"2"	"15"	"206000"	""	"[green]影轮翻[white]获得闪避效果增加[green]3[white]秒持续时间"	""	"2060"	""	""	""	""	""	
"206100"	"影轮翻-快速冷却"	""	"skill2,fangun"	"dragon_tianfu_2013.10,suduzengjia_l"	"2061"	"0"	"1"	""	"2"	"15"	"206100"	""	"[green]影轮翻[white]技能冷却时间缩短[green]${0},8$[white]秒"	"[[`talent_type_id`,2,206100,`oper_val`]]"	"2060"	""	""	""	""	""	
"207000"	"穿透一击-伤害加深"	""	"skill2,chuantoujian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2070"	"0"	"1"	""	"2"	"15"	"207000"	""	"[green]穿透一击[white]造成的物理伤害提升[green]${0},9$[white]"	"[[`talent_type_id`,2,207000,`oper_val`]]"	"2070"	""	""	""	""	""	
"207100"	"穿透一击-击退"	""	"skill2,chuantoujian"	"dragon_tianfu_2013.10,jituijilv_l"	"2071"	"0"	"1"	""	"2"	"15"	"207100,207101,207102,207103"	""	"[green]穿透一击[white]有[green]${0},7$[white]几率将目标击退[green]1-3[white]米"	"[[`talent_type_id`,2,207101,`oper_val`]]"	"2070"	""	""	""	""	""	
"207110"	"穿透一击-击退"	""	"skill2,chuantoujian"	"dragon_tianfu_2013.10,jituijilv_l"	"2071"	"0"	"2"	""	"2"	"15"	"207100,207111,207102,207103"	""	"[green]穿透一击[white]有[green]${0},7$[white]几率将目标击退[green]1-3[white]米"	"[[`talent_type_id`,2,207111,`oper_val`]]"	"2070"	""	""	""	""	""	
"207120"	"穿透一击-击退"	""	"skill2,chuantoujian"	"dragon_tianfu_2013.10,jituijilv_l"	"2071"	"0"	"3"	""	"2"	"15"	"207100,207121,207102,207103"	""	"[green]穿透一击[white]有[green]${0},7$[white]几率将目标击退[green]1-3[white]米"	"[[`talent_type_id`,2,207121,`oper_val`]]"	"2070"	""	""	""	""	""	
"207130"	"穿透一击-击退"	""	"skill2,chuantoujian"	"dragon_tianfu_2013.10,jituijilv_l"	"2071"	"0"	"4"	""	"2"	"15"	"207100,207131,207102,207103"	""	"[green]穿透一击[white]有[green]${0},7$[white]几率将目标击退[green]1-3[white]米"	"[[`talent_type_id`,2,207131,`oper_val`]]"	"2070"	""	""	""	""	""	
"207140"	"穿透一击-击退"	""	"skill2,chuantoujian"	"dragon_tianfu_2013.10,jituijilv_l"	"2071"	"0"	"5"	""	"2"	"15"	"207100,207141,207102,207103"	""	"[green]穿透一击[white]有[green]${0},7$[white]几率将目标击退[green]1-3[white]米"	"[[`talent_type_id`,2,207141,`oper_val`]]"	"2070"	""	""	""	""	""	
"207200"	"穿透一击-强力"	""	"skill2,chuantoujian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2072"	"0"	"1"	""	"2"	"15"	"207200"	""	"[green]穿透一击[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,207200,`oper_val`]]"	"2070"	""	""	""	""	""	
"207210"	"穿透一击-强力"	""	"skill2,chuantoujian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2072"	"0"	"2"	""	"2"	"15"	"207210"	""	"[green]穿透一击[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,207210,`oper_val`]]"	"2070"	""	""	""	""	""	
"207220"	"穿透一击-强力"	""	"skill2,chuantoujian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2072"	"0"	"3"	""	"2"	"15"	"207220"	""	"[green]穿透一击[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,207220,`oper_val`]]"	"2070"	""	""	""	""	""	
"207230"	"穿透一击-强力"	""	"skill2,chuantoujian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2072"	"0"	"4"	""	"2"	"15"	"207230"	""	"[green]穿透一击[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,207230,`oper_val`]]"	"2070"	""	""	""	""	""	
"207240"	"穿透一击-强力"	""	"skill2,chuantoujian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2072"	"0"	"5"	""	"2"	"15"	"207240"	""	"[green]穿透一击[white]造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,207240,`oper_val`]]"	"2070"	""	""	""	""	""	
"208000"	"风暴之乐章-无尽之箭"	""	"skill2,jixiansheji"	"dragon_tianfu_2013.10,chixushijianzengjia_l"	"2080"	"0"	"1"	""	"2"	"15"	"208000"	""	"[green]风暴之乐章[white]的箭矢数量增加至[green]12[white]支"	""	"2080"	""	""	""	""	""	
"208100"	"风暴之乐章-伤害加深"	""	"skill2,jixiansheji"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2081"	"0"	"1"	""	"2"	"15"	"208100"	""	"[green]风暴之乐章[white]的每支箭矢的物理伤害提升[green]${0},9$[white]"	"[[`talent_type_id`,2,208100,`oper_val`]]"	"2080"	""	""	""	""	""	
"209000"	"混乱箭雨-强力命中"	""	"skill2,jianyu"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2090"	"0"	"1"	""	"2"	"15"	"209000"	""	"[green]混乱箭雨[white]不可被闪避"	""	"2090"	""	""	""	""	""	
"209100"	"混乱箭雨-持续"	""	"skill2,jianyu"	"dragon_tianfu_2013.10,chixushijianzengjia_l"	"2091"	"0"	"1"	""	"2"	"15"	"209100"	""	"[green]混乱箭雨[white]持续时间增加[green]${0},13$[white]秒"	"[[`talent_type_id`,2,209100,`oper_val`]]"	"2090"	""	""	""	""	""	
"209110"	"混乱箭雨-持续"	""	"skill2,jianyu"	"dragon_tianfu_2013.10,chixushijianzengjia_l"	"2091"	"0"	"1"	""	"2"	"15"	"209110"	""	"[green]混乱箭雨[white]持续时间增加[green]${0},13$[white]秒"	"[[`talent_type_id`,2,209110,`oper_val`]]"	"2090"	""	""	""	""	""	
"209120"	"混乱箭雨-持续"	""	"skill2,jianyu"	"dragon_tianfu_2013.10,chixushijianzengjia_l"	"2091"	"0"	"1"	""	"2"	"15"	"209120"	""	"[green]混乱箭雨[white]持续时间增加[green]${0},13$[white]秒"	"[[`talent_type_id`,2,209120,`oper_val`]]"	"2090"	""	""	""	""	""	
"209130"	"混乱箭雨-持续"	""	"skill2,jianyu"	"dragon_tianfu_2013.10,chixushijianzengjia_l"	"2091"	"0"	"1"	""	"2"	"15"	"209130"	""	"[green]混乱箭雨[white]持续时间增加[green]${0},13$[white]秒"	"[[`talent_type_id`,2,209130,`oper_val`]]"	"2090"	""	""	""	""	""	
"209140"	"混乱箭雨-持续"	""	"skill2,jianyu"	"dragon_tianfu_2013.10,chixushijianzengjia_l"	"2091"	"0"	"1"	""	"2"	"15"	"209140"	""	"[green]混乱箭雨[white]持续时间增加[green]${0},13$[white]秒"	"[[`talent_type_id`,2,209140,`oper_val`]]"	"2090"	""	""	""	""	""	
"210000"	"连环爆箭-冰箭"	""	"skill2,baozhajian"	"dragon_tianfu_2013.10,jiansuxiaoguo_l"	"2100"	"0"	"1"	""	"2"	"15"	"210000"	""	"[green]连环爆箭[white]第一次爆炸额外产生冰减速效果，造成[green]40%[white]减速,持续[green]3[white]秒"	""	"2100"	""	""	""	""	""	
"210100"	"连环爆箭-炙热"	""	"skill2,baozhajian"	"dragon_tianfu_2013.10,zhuanhuoshanghai_l"	"2101"	"0"	"1"	""	"2"	"15"	"210100,210101"	""	"[green]连环爆箭[white]第二次爆炸击中的目标在[green]3[white]秒内会受到额外法术伤害的[green]9%[white]的火伤害"	""	"2100"	""	""	""	""	""	
"210110"	"连环爆箭-炙热"	""	"skill2,baozhajian"	"dragon_tianfu_2013.10,zhuanhuoshanghai_l"	"2101"	"0"	"2"	""	"2"	"15"	"210110,210101"	""	"[green]连环爆箭[white]第二次爆炸击中的目标在[green]3[white]秒内会受到额外法术伤害的[green]18%[white]的火伤害"	""	"2100"	""	""	""	""	""	
"210120"	"连环爆箭-炙热"	""	"skill2,baozhajian"	"dragon_tianfu_2013.10,zhuanhuoshanghai_l"	"2101"	"0"	"3"	""	"2"	"15"	"210120,210101"	""	"[green]连环爆箭[white]第二次爆炸击中的目标在[green]3[white]秒内会受到额外法术伤害的[green]27%[white]的火伤害"	""	"2100"	""	""	""	""	""	
"210130"	"连环爆箭-炙热"	""	"skill2,baozhajian"	"dragon_tianfu_2013.10,zhuanhuoshanghai_l"	"2101"	"0"	"4"	""	"2"	"15"	"210130,210101"	""	"[green]连环爆箭[white]第二次爆炸击中的目标在[green]3[white]秒内会受到额外法术伤害的[green]36%[white]的火伤害"	""	"2100"	""	""	""	""	""	
"210140"	"连环爆箭-炙热"	""	"skill2,baozhajian"	"dragon_tianfu_2013.10,zhuanhuoshanghai_l"	"2101"	"0"	"5"	""	"2"	"15"	"210140,210101"	""	"[green]连环爆箭[white]第二次爆炸击中的目标在[green]3[white]秒内会受到额外法术伤害的[green]45%[white]的火伤害"	""	"2100"	""	""	""	""	""	
"210200"	"连环爆箭-强力"	""	"skill2,baozhajian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2102"	"0"	"1"	""	"2"	"15"	"210200"	""	"[green]连环爆箭[white]第二次爆炸造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,210200,`oper_val`]]"	"2100"	""	""	""	""	""	
"210210"	"连环爆箭-强力"	""	"skill2,baozhajian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2102"	"0"	"2"	""	"2"	"15"	"210210"	""	"[green]连环爆箭[white]第二次爆炸造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,210210,`oper_val`]]"	"2100"	""	""	""	""	""	
"210220"	"连环爆箭-强力"	""	"skill2,baozhajian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2102"	"0"	"3"	""	"2"	"15"	"210220"	""	"[green]连环爆箭[white]第二次爆炸造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,210220,`oper_val`]]"	"2100"	""	""	""	""	""	
"210230"	"连环爆箭-强力"	""	"skill2,baozhajian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2102"	"0"	"4"	""	"2"	"15"	"210230"	""	"[green]连环爆箭[white]第二次爆炸造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,210230,`oper_val`]]"	"2100"	""	""	""	""	""	
"210240"	"连环爆箭-强力"	""	"skill2,baozhajian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2102"	"0"	"5"	""	"2"	"15"	"210240"	""	"[green]连环爆箭[white]第二次爆炸造成的物理伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,210240,`oper_val`]]"	"2100"	""	""	""	""	""	
"211000"	"血之轮祭-伤害加深"	""	"skill2,shixuezhongshe"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2110"	"0"	"1"	""	"2"	"15"	"211000"	""	"[green]血之轮祭[white]单次的物理伤害百分比提升[green]${0},9$[white]"	"[[`talent_type_id`,2,211000,`oper_val`]]"	"2110"	""	""	""	""	""	
