"刷新id"	"刷新方式（0：慢出可重生1：慢出不重生2：快出可重生3：快出不重生4：重复出生）"	"随机/顺序（0：随机1：顺序）"	"刷新间隔下限（单位：ms）"	"刷新间隔上限（单位：ms）"	"NPCID（刷新了什么NPC)"	"入口点(出生在哪个点)"	"层数（0-2147483647）"	"刷新缘由（0:场景创建,1:触发器）"	"刷新数量"	"随机角度左偏（单位：度）"	"随机角度右偏（单位：度）"	"随机距离"	"造物组"	"组群(仇恨连接)"	"组群Add"	"服务器控制按时间刷新开始时间"	"服务器控制按时间刷新结束时间"	"空闲移动0=无1=巡逻2=游荡3=组巡逻"	"巡逻点1"	"巡逻点2"	"巡逻点3"	"游荡距离"	"游荡休息时间（单位：ms）"	"出生脚本"	"出生表现"	"死亡脚本"	"掩码0x01=玩家死亡后重刷"	
"id"	"spawnType"	"spawnOrder"	"spawnTimeMin"	"spawnTimeMax"	"npcIDs"	"spawnPoint"	"layerid"	"spawnCause"	"num"	"randomAngleLeft"	"randomAngleRight"	"randomDistanceMax"	"creatureGroup"	"groupID"	"group_add"	"servSpawnStartTime"	"servSpawnEndTime"	"idleMotionType"	"patrol_1"	"patrol_2"	"patrol_3"	"wanderDistance"	"wanderRestTime"	"spawnScript"	"spawn_action"	"dead_script"	"flags"	
"int"	"int"	"int"	"int"	"int"	"int[]"	"string"	"int"	"int"	"int"	"int"	"int"	"float"	"int"	"int"	"bool"	"string"	"string"	"int"	"string"	"string"	"string"	"float"	"int[2]"	"string"	"int"	"string"	"int"	
"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"s"	"cs"	"cs"	"cs"	"cs"	"cs"	"s"	"cs"	"s"	"cs"	"cs"	"s"	"s"	"s"	"s"	"s"	"cs"	"s"	"cs"	"s"	"s"	
"10030032"	"2"	"1"	"200"	"1000"	"12032"	"scn1003_caiji_lingshi"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030033"	"2"	"1"	"200"	"1000"	"12033"	"scn1003_npc_ouyangyu3"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030034"	"2"	"1"	"200"	"1000"	"12034"	"scn1003_guai_cike"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10030035"	"2"	"1"	"200"	"1000"	"12035"	"scn1003_npc_cikeshouling"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030036"	"2"	"1"	"200"	"1000"	"12036"	"scn1003_caiji_ouyangyu"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030037"	"2"	"1"	"200"	"1000"	"12037"	"scn1003_caiji_baiyi"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030038"	"2"	"1"	"200"	"1000"	"12038"	"scn1003_caiji_xiaoyiming"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030039"	"2"	"1"	"200"	"1000"	"12039"	"scn1003_caiji_wangpeizhi"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030040"	"2"	"1"	"200"	"1000"	"12040"	"scn1003_guai_ciketoumu"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030041"	"2"	"1"	"200"	"1000"	"12041"	"scn1003_caiji_caiyao1"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030042"	"2"	"1"	"200"	"1000"	"12042"	"scn1003_caiji_shangyao"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030043"	"2"	"1"	"200"	"1000"	"12043"	"scn1003_npc_zongyue1"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030044"	"2"	"1"	"200"	"1000"	"12044"	"scn1003_guai_yezhu2"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10030045"	"2"	"1"	"200"	"1000"	"12045"	"scn1003_guai_yeshe2"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10030046"	"2"	"1"	"200"	"1000"	"12046"	"scn1003_npc_caozilan1"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030047"	"2"	"1"	"200"	"1000"	"12047"	"scn1003_npc_chenxiang"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030048"	"2"	"1"	"200"	"1000"	"12048"	"scn1003_npc_zongyue2"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030049"	"2"	"1"	"200"	"1000"	"12049"	"scn1003_guai_shentianzi"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030050"	"2"	"1"	"200"	"1000"	"12050"	"scn1003_npc_shentianzi"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030051"	"2"	"1"	"200"	"1000"	"12051"	"scn1003_guai_ouyangyu1"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030052"	"2"	"1"	"200"	"1000"	"12052"	"scn1003_npc_shinv"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030053"	"2"	"1"	"200"	"1000"	"12053"	"scn1003_caiji_diaocha2"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030054"	"2"	"1"	"200"	"1000"	"12054"	"scn1003_npc_shiwei1"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030055"	"2"	"1"	"200"	"1000"	"12055"	"scn1003_guai_lanlushibing"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10030056"	"2"	"1"	"200"	"1000"	"12056"	"scn1003_npc_shibingtouling"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030057"	"2"	"1"	"200"	"1000"	"12057"	"scn1003_caiji_chakanzhengjian"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030058"	"2"	"1"	"200"	"1000"	"12058"	"scn1003_npc_ouyangyu4"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030059"	"2"	"1"	"200"	"1000"	"12059"	"scn1003_guai_shibingtouling"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030060"	"2"	"1"	"200"	"1000"	"12060"	"scn1003_npc_baiyi2"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030061"	"2"	"1"	"200"	"1000"	"12061"	"scn1003_npc_liuchuyu4"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030062"	"2"	"1"	"200"	"1000"	"12062"	"scn1003_guai_nanchaoshibing2"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10030063"	"2"	"1"	"200"	"1000"	"12063"	"scn1003_npc_shenqingzhi1"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030064"	"2"	"1"	"200"	"1000"	"12064"	"scn1003_guai_shenqingzhi1"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030065"	"2"	"1"	"200"	"1000"	"12065"	"scn1003_caiji_diaocha3"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030066"	"2"	"1"	"200"	"1000"	"12066"	"scn1003_guai_she"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10030067"	"2"	"1"	"200"	"1000"	"12067"	"scn1003_guai_yezhu3"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10030068"	"2"	"1"	"200"	"1000"	"12068"	"scn1003_guai_lang1"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10030069"	"2"	"1"	"200"	"1000"	"12069"	"scn1003_guai_xielingyun"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030070"	"2"	"1"	"200"	"1000"	"12070"	"scn1003_npc_xielingyun1"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030071"	"2"	"1"	"200"	"1000"	"12071"	"scn1003_npc_sengren"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030072"	"2"	"1"	"200"	"1000"	"12072"	"scn1003_npc_faxian1"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030073"	"2"	"1"	"200"	"1000"	"12073"	"scn1003_npc_liuchuyu5"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030074"	"2"	"1"	"200"	"1000"	"12074"	"scn1003_caiji_chakanbingqing"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030075"	"2"	"1"	"200"	"1000"	"12075"	"scn1003_caiji_caiyao2"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030076"	"2"	"1"	"200"	"1000"	"12076"	"scn1003_npc_baixiaoyi3"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030077"	"2"	"1"	"200"	"1000"	"12077"	"scn1003_npc_xielingyun2"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030078"	"2"	"1"	"200"	"1000"	"12078"	"scn1003_npc_shangren"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030079"	"2"	"1"	"200"	"1000"	"12079"	"scn1003_caiji_zhaicai"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030080"	"2"	"1"	"200"	"1000"	"12080"	"scn1003_caiji_pengren1"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030081"	"2"	"1"	"200"	"1000"	"12081"	"scn1003_npc_zongyue3"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030082"	"2"	"1"	"200"	"1000"	"12082"	"scn1003_npc_xiaoyiming3"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030083"	"2"	"1"	"200"	"1000"	"12083"	"scn1003_npc_ouyangyu5"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030084"	"2"	"1"	"200"	"1000"	"12084"	"scn1003_npc_baiyi3"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030085"	"2"	"1"	"200"	"1000"	"12085"	"scn1003_guai_ouyangyu2"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030086"	"2"	"1"	"200"	"1000"	"12086"	"scn1003_caiji_xiezi"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030087"	"2"	"1"	"200"	"1000"	"12087"	"scn1003_npc_xiaoye2"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030088"	"2"	"1"	"200"	"1000"	"12088"	"scn1003_npc_qingyitongzi1"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030089"	"2"	"1"	"200"	"1000"	"12089"	"scn1003_guai_beiweishibing1"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10030090"	"2"	"1"	"200"	"1000"	"12090"	"scn1003_guai_beiweitouling"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030091"	"2"	"1"	"200"	"1000"	"12091"	"scn1003_npc_beiweitouling"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030092"	"2"	"1"	"200"	"1000"	"12092"	"scn1003_guai_beiweishibing2"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10030093"	"2"	"1"	"200"	"1000"	"12093"	"scn1003_caiji_zhusimaji"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030094"	"2"	"1"	"200"	"1000"	"12094"	"scn1003_npc_faxian2"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030095"	"2"	"1"	"200"	"1000"	"12095"	"scn1003_npc_xielingyun3"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030096"	"2"	"1"	"200"	"1000"	"12096"	"scn1003_npc_qingyitongzi2"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030097"	"2"	"1"	"200"	"1000"	"12097"	"scn1003_npc_mengtaishou"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030098"	"2"	"1"	"200"	"1000"	"12098"	"scn1003_guai_nanchaojingbing"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10030099"	"2"	"1"	"200"	"1000"	"12099"	"scn1003_guai_mengtaishou"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030100"	"2"	"1"	"200"	"1000"	"12100"	"scn1003_guai_xiaoshibuxia"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10030101"	"2"	"1"	"200"	"1000"	"12101"	"scn1003_guai_xiaoye"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030102"	"2"	"1"	"200"	"1000"	"12102"	"scn1003_npc_ruoxi"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030103"	"2"	"1"	"200"	"1000"	"12103"	"scn1003_npc_ruoshui"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030104"	"2"	"1"	"200"	"1000"	"12104"	"scn1003_npc_xielingyun4"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030105"	"2"	"1"	"200"	"1000"	"12105"	"scn1003_npc_suruolan"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030106"	"2"	"1"	"200"	"1000"	"12106"	"scn1003_npc_shuaige3"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030107"	"2"	"1"	"200"	"1000"	"12107"	"scn1003_npc_shuaige4"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030108"	"2"	"1"	"200"	"1000"	"12108"	"scn1003_caiji_chakanliwu"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030109"	"2"	"1"	"200"	"1000"	"12109"	"scn1003_npc_shuaige5"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030110"	"2"	"1"	"200"	"1000"	"12110"	"scn1003_guai_shuaige"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10030111"	"2"	"1"	"200"	"1000"	"12111"	"scn1003_npc_shidoutao"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030112"	"2"	"1"	"200"	"1000"	"12112"	"scn1003_guai_lang2"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10030113"	"2"	"1"	"200"	"1000"	"12113"	"scn1003_caiji_kongchengji"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030114"	"2"	"1"	"200"	"1000"	"12114"	"scn1003_caiji_yaoyan"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030115"	"2"	"1"	"200"	"1000"	"12115"	"scn1003_caiji_jiaxiang"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030116"	"2"	"1"	"200"	"1000"	"12116"	"scn1003_npc_liuchuyu6"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030117"	"2"	"1"	"200"	"1000"	"12117"	"scn1003_npc_ouyangyu6"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030118"	"2"	"1"	"200"	"1000"	"12118"	"scn1003_guai_shidoutao"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030119"	"2"	"1"	"200"	"1000"	"12119"	"scn1003_caiji_chuxingzhunbei"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030120"	"2"	"1"	"200"	"1000"	"12120"	"scn1003_npc_faxian3"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030121"	"2"	"1"	"200"	"1000"	"12121"	"scn1003_caiji_shiwu"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030122"	"2"	"1"	"200"	"1000"	"12122"	"scn1003_npc_baiyi4"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030123"	"2"	"1"	"200"	"1000"	"12123"	"scn1003_caiji_tanqin"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030124"	"2"	"1"	"200"	"1000"	"12124"	"scn1003_guai_heiyiren"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030125"	"2"	"1"	"200"	"1000"	"12125"	"scn1003_npc_heiyiren"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030126"	"2"	"1"	"200"	"1000"	"12126"	"scn1003_npc_shiwei2"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030127"	"2"	"1"	"200"	"1000"	"12127"	"scn1003_npc_caiyun"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030128"	"2"	"1"	"200"	"1000"	"12128"	"scn1003_guai_ruandianfu"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030129"	"2"	"1"	"200"	"1000"	"12129"	"scn1003_npc_ruandianfu"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030130"	"2"	"1"	"200"	"1000"	"12130"	"scn1003_npc_liuchuyu7"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030131"	"2"	"1"	"200"	"1000"	"12131"	"scn1003_guai_shibing"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10030132"	"2"	"1"	"200"	"1000"	"12132"	"scn1003_guai_shibingtoumu"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030133"	"2"	"1"	"200"	"1000"	"12133"	"scn1003_guai_jundui"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10030134"	"2"	"1"	"200"	"1000"	"12134"	"scn1003_guai_shenqingzhi2"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030135"	"2"	"1"	"200"	"1000"	"12135"	"scn1003_npc_shenqingzhi2"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030136"	"2"	"1"	"200"	"1000"	"12136"	"scn1003_npc_ouyangyu7"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030137"	"2"	"1"	"200"	"1000"	"12137"	"scn1003_npc_yu"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030138"	"2"	"1"	"200"	"1000"	"12138"	"scn1003_caiji_xieshi2"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030139"	"2"	"1"	"200"	"1000"	"12139"	"scn1003_guai_shanzei"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10030140"	"2"	"1"	"200"	"1000"	"12140"	"scn1003_guai_shanzeitouling"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030141"	"2"	"1"	"200"	"1000"	"12141"	"scn1003_caiji_tanchaxiaoxi"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030142"	"2"	"1"	"200"	"1000"	"12142"	"scn1003_npc_zongyue4"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030143"	"2"	"1"	"200"	"1000"	"12143"	"scn1003_caiji_diaocha4"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030144"	"2"	"1"	"200"	"1000"	"12144"	"scn1003_guai_anu"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10030145"	"2"	"1"	"200"	"1000"	"12145"	"scn1003_npc_anu"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
