"怪物唯一ID"	"地图ID"	"位置标识"	"位置X坐标"	"位置Y坐标"	"位置Z坐标"	"初始朝向(Z为正方向的旋转度数)"	
"50200006"	"5020"	"scn5020_xiaoguai6"	"145.530000"	"48.261000"	"112.950000"	"270.000000"	
"50200007"	"5020"	"scn5020_boss1"	"152.850000"	"48.261000"	"112.950000"	"270.000000"	
"50200008"	"5020"	"scn5020_yuancheng1"	"152.810000"	"48.261000"	"113.960000"	"270.000000"	
"50200009"	"5020"	"scn5020_yuancheng1"	"152.900000"	"48.261000"	"111.910000"	"270.000000"	
"50210001"	"5021"	"scn5021_xiaoguai1"	"244.670000"	"51.744000"	"258.410000"	"0.000000"	
"50210002"	"5021"	"scn5021_xiaoguai2"	"244.670000"	"51.744000"	"251.400000"	"0.000000"	
"50210003"	"5021"	"scn5021_xiaoguai3"	"244.670000"	"51.744000"	"246.290000"	"0.000000"	
"50210004"	"5021"	"scn5021_boss1"	"244.840000"	"51.780000"	"240.560000"	"0.000000"	
"50210005"	"5021"	"scn5021_yuancheng1"	"246.350000"	"51.780000"	"240.600000"	"0.000000"	
"50210006"	"5021"	"scn5021_yuancheng1"	"243.450000"	"51.780000"	"240.610000"	"0.000000"	
"50220001"	"5022"	"scn5022_xiaoguai1"	"245.480000"	"54.180000"	"228.796000"	"0.000000"	
"50220002"	"5022"	"scn5022_xiaoguai2"	"241.780000"	"54.180000"	"225.690000"	"0.000000"	
"50220003"	"5022"	"scn5022_xiaoguai3"	"249.370000"	"54.173000"	"225.530000"	"0.000000"	
"50220004"	"5022"	"scn5022_boss1"	"245.710000"	"54.180000"	"220.220000"	"0.000000"	
"50220005"	"5022"	"scn5022_yuancheng1"	"247.100000"	"54.180000"	"220.130000"	"0.000000"	
"50220006"	"5022"	"scn5022_yuancheng1"	"244.200000"	"54.180000"	"220.210000"	"0.000000"	
"50230001"	"5023"	"scn5023_xiaoguai1"	"229.380000"	"51.498000"	"231.910000"	"0.000000"	
"50230002"	"5023"	"scn5023_xiaoguai2"	"229.380000"	"51.498000"	"227.540000"	"0.000000"	
"50230003"	"5023"	"scn5023_xiaoguai3"	"229.380000"	"51.498000"	"221.850000"	"0.000000"	
"50230004"	"5023"	"scn5023_boss1"	"229.380000"	"51.417000"	"218.250000"	"0.000000"	
"50230005"	"5023"	"scn5023_yuancheng1"	"230.430000"	"51.417000"	"218.120000"	"0.000000"	
"50230006"	"5023"	"scn5023_yuancheng1"	"228.390000"	"51.417000"	"218.310000"	"0.000000"	
"50240001"	"5024"	"scn5024_xiaoguai1"	"209.170000"	"50.740000"	"205.030000"	"270.000000"	
"50240002"	"5024"	"scn5024_xiaoguai2"	"215.500000"	"50.740000"	"205.030000"	"270.000000"	
"50240003"	"5024"	"scn5024_xiaoguai3"	"224.200000"	"50.740000"	"205.030000"	"270.000000"	
"50240004"	"5024"	"scn5024_boss1"	"230.780000"	"50.890000"	"205.030000"	"270.000000"	
"50240005"	"5024"	"scn5024_yuancheng1"	"230.870000"	"50.890000"	"206.520000"	"270.000000"	
"50240006"	"5024"	"scn5024_yuancheng1"	"230.690000"	"50.890000"	"203.630000"	"270.000000"	
"50250001"	"5025"	"scn5025_xiaoguai1"	"166.440000"	"49.838000"	"206.700000"	"90.000000"	
"50250002"	"5025"	"scn5025_xiaoguai2"	"159.910000"	"49.993740"	"206.700000"	"90.000000"	
"50250003"	"5025"	"scn5025_xiaoguai3"	"152.950000"	"49.993740"	"206.700000"	"90.000000"	
"50250004"	"5025"	"scn5025_boss1"	"145.840000"	"49.993740"	"206.700000"	"90.000000"	
"50250005"	"5025"	"scn5025_yuancheng1"	"145.840000"	"49.993740"	"207.700000"	"90.000000"	
"50250006"	"5025"	"scn5025_yuancheng1"	"145.840000"	"49.993740"	"205.600000"	"90.000000"	
"50260001"	"5026"	"scn5026_xiaoguai1"	"244.820000"	"51.689000"	"256.080000"	"0.000000"	
"50260002"	"5026"	"scn5026_xiaoguai2"	"244.820000"	"51.890000"	"250.080000"	"0.000000"	
"50260003"	"5026"	"scn5026_xiaoguai3"	"244.820000"	"51.669000"	"244.450000"	"0.000000"	
"50260004"	"5026"	"scn5026_boss1"	"245.550000"	"51.890000"	"240.208000"	"0.000000"	
"50260005"	"5026"	"scn5026_yuancheng1"	"246.550000"	"51.890000"	"240.198000"	"0.000000"	
"50260006"	"5026"	"scn5026_yuancheng1"	"244.600000"	"51.890000"	"240.218000"	"0.000000"	
"50260007"	"5026"	"scn5026_xiaoguai4"	"245.680000"	"54.116000"	"232.850000"	"0.000000"	
"50260008"	"5026"	"scn5026_xiaoguai5"	"245.680000"	"54.116000"	"226.790000"	"0.000000"	
"50260009"	"5026"	"scn5026_xiaoguai6"	"245.680000"	"54.116000"	"222.660000"	"0.000000"	
"50260010"	"5026"	"scn5026_yuancheng2"	"244.900000"	"54.230000"	"220.510000"	"0.000000"	
"50260011"	"5026"	"scn5026_yuancheng2"	"246.510000"	"54.230000"	"220.460000"	"0.000000"	
"50260012"	"5026"	"scn5026_boss2"	"245.680000"	"54.230000"	"220.480000"	"0.000000"	
"50270001"	"5027"	"scn5027_xiaoguai1"	"244.880000"	"51.724000"	"256.750000"	"0.000000"	
"50270002"	"5027"	"scn5027_xiaoguai2"	"244.640000"	"51.766000"	"250.440000"	"0.000000"	
"50270003"	"5027"	"scn5027_xiaoguai3"	"240.720000"	"51.690000"	"245.650000"	"90.000000"	
"50270004"	"5027"	"scn5027_boss1"	"233.790000"	"51.683000"	"243.410000"	"91.714650"	
"50270005"	"5027"	"scn5027_yuancheng1"	"233.690000"	"51.683000"	"242.310000"	"91.714650"	
"50270006"	"5027"	"scn5027_yuancheng1"	"233.790000"	"51.683000"	"244.410000"	"91.714650"	
"50270007"	"5027"	"scn5027_xiaoguai4"	"228.680000"	"51.647000"	"235.220000"	"0.000000"	
"50270008"	"5027"	"scn5027_xiaoguai5"	"228.680000"	"51.647000"	"228.610000"	"0.000000"	
"50270009"	"5027"	"scn5027_xiaoguai6"	"228.680000"	"51.647000"	"223.360000"	"0.000000"	
"502374010"	"5027"	"scn5027_yuancheng2"	"227.690000"	"51.388000"	"218.040000"	"0.000000"	
"502374011"	"5027"	"scn5027_yuancheng2"	"229.790000"	"51.388000"	"218.070000"	"0.000000"	
"502374012"	"5027"	"scn5027_boss2"	"228.680000"	"51.388000"	"218.100000"	"0.000000"	
"50280001"	"5028"	"scn5028_xiaoguai1"	"216.380000"	"50.700000"	"203.450000"	"90.000000"	
"50280002"	"5028"	"scn5028_xiaoguai2"	"207.870000"	"50.580000"	"203.560000"	"90.000000"	
"50280003"	"5028"	"scn5028_xiaoguai3"	"200.110000"	"50.380000"	"203.600000"	"90.000000"	
"50280004"	"5028"	"scn5028_boss1"	"192.290000"	"50.340000"	"203.610000"	"90.000000"	
"50280005"	"5028"	"scn5028_yuancheng1"	"192.410000"	"50.340000"	"202.510000"	"90.000000"	
"50280006"	"5028"	"scn5028_yuancheng1"	"192.160000"	"50.340000"	"205.010000"	"90.000000"	
"50280007"	"5028"	"scn5028_xiaoguai4"	"180.340000"	"49.760000"	"204.970000"	"90.000000"	
"50280008"	"5028"	"scn5028_xiaoguai5"	"170.460000"	"49.710000"	"205.190000"	"90.000000"	
"50280009"	"5028"	"scn5028_xiaoguai6"	"159.810000"	"49.880000"	"205.340000"	"90.000000"	
"50280010"	"5028"	"scn5028_yuancheng2"	"152.470000"	"50.030000"	"208.170000"	"90.000000"	
"50280011"	"5028"	"scn5028_yuancheng2"	"152.430000"	"50.030000"	"204.460000"	"90.000000"	
"50280012"	"5028"	"scn5028_boss2"	"152.470000"	"50.030000"	"206.560000"	"90.000000"	
"50290001"	"5029"	"scn5029_xiaoguai1"	"143.070000"	"50.008000"	"226.240000"	"180.000800"	
"50290002"	"5029"	"scn5029_xiaoguai2"	"143.070000"	"50.008000"	"230.320000"	"180.000800"	
"50290003"	"5029"	"scn5029_xiaoguai3"	"143.070000"	"50.008000"	"235.480000"	"180.000800"	
"50290004"	"5029"	"scn5029_boss1"	"143.000000"	"50.040000"	"241.250000"	"176.682400"	
"50290005"	"5029"	"scn5029_yuancheng1"	"143.920000"	"50.040000"	"241.310000"	"176.682400"	
"50290006"	"5029"	"scn5029_yuancheng1"	"142.080000"	"50.040000"	"241.190000"	"176.682400"	
"50290007"	"5029"	"scn5029_xiaoguai4"	"135.980000"	"49.931000"	"235.970000"	"90.000000"	
"50290008"	"5029"	"scn5029_xiaoguai5"	"128.750000"	"49.892000"	"236.050000"	"90.000000"	
"50290009"	"5029"	"scn5029_xiaoguai6"	"122.190000"	"49.900000"	"235.710000"	"90.000000"	
"50290010"	"5029"	"scn5029_boss2"	"117.100000"	"50.010000"	"236.236500"	"90.000000"	
"50290011"	"5029"	"scn5029_yuancheng2"	"117.130000"	"50.010000"	"235.032700"	"90.000000"	
"50290012"	"5029"	"scn5029_yuancheng2"	"117.140000"	"50.010000"	"237.367300"	"90.000000"	
"50300001"	"5030"	"scn5030_xiaoguai1"	"76.510000"	"56.400000"	"241.450000"	"90.000000"	
"50300002"	"5030"	"scn5030_xiaoguai2"	"82.060000"	"56.400000"	"247.790000"	"90.000000"	
"50300003"	"5030"	"scn5030_xiaoguai3"	"71.030000"	"56.400000"	"247.850000"	"90.000000"	
"50300004"	"5030"	"scn5030_boss1"	"76.670000"	"56.400000"	"254.160000"	"180.000200"	
"50300005"	"5030"	"scn5030_yuancheng1"	"77.770000"	"56.400000"	"254.210000"	"180.000200"	
"50300006"	"5030"	"scn5030_yuancheng1"	"75.680000"	"56.400000"	"254.120000"	"180.000100"	
"50300007"	"5030"	"scn5030_xiaoguai4"	"76.540000"	"56.400000"	"232.210000"	"90.000000"	
"50300008"	"5030"	"scn5030_xiaoguai5"	"82.800000"	"56.400000"	"226.960000"	"90.000000"	
"50300009"	"5030"	"scn5030_xiaoguai6"	"69.610000"	"56.400000"	"226.870000"	"90.000000"	
"50300010"	"5030"	"scn5030_boss2"	"75.993330"	"56.360000"	"219.489400"	"0.000000"	
"50300011"	"5030"	"scn5030_yuancheng2"	"77.092840"	"56.360000"	"219.661600"	"0.000000"	
"50300012"	"5030"	"scn5030_yuancheng2"	"74.905450"	"56.360000"	"219.418400"	"0.000000"	
"50310001"	"5031"	"scn5031_xiaoguai1"	"54.970000"	"52.930000"	"224.760000"	"270.000000"	
"50310002"	"5031"	"scn5031_xiaoguai2"	"61.250000"	"52.930000"	"224.760000"	"270.000000"	
"50310003"	"5031"	"scn5031_xiaoguai3"	"66.740000"	"52.930000"	"224.760000"	"270.000000"	
"50310004"	"5031"	"scn5031_boss1"	"71.390000"	"52.930000"	"224.760000"	"270.000000"	
"50310005"	"5031"	"scn5031_yuancheng1"	"71.390000"	"52.930000"	"223.260000"	"270.000000"	
"50310006"	"5031"	"scn5031_yuancheng1"	"71.290000"	"52.930000"	"226.260000"	"270.000000"	
"50320001"	"5032"	"scn5032_xiaoguai1"	"51.310000"	"52.930000"	"171.660000"	"270.000000"	
"50320002"	"5032"	"scn5032_xiaoguai2"	"58.380000"	"52.930000"	"171.660000"	"270.000000"	
"50320003"	"5032"	"scn5032_xiaoguai3"	"64.720000"	"52.930000"	"171.660000"	"270.000000"	
"50320004"	"5032"	"scn5032_boss1"	"71.120000"	"52.930000"	"171.660000"	"270.000000"	
"50320005"	"5032"	"scn5032_yuancheng1"	"71.120000"	"52.930000"	"170.260000"	"270.000000"	
"50320006"	"5032"	"scn5032_yuancheng1"	"71.120000"	"52.930000"	"173.160000"	"270.000000"	
"50330001"	"5033"	"scn5033_xiaoguai1"	"141.520000"	"50.330000"	"78.720000"	"270.000000"	
"50330002"	"5033"	"scn5033_xiaoguai2"	"147.100000"	"50.330000"	"78.720000"	"270.000000"	
"50330003"	"5033"	"scn5033_xiaoguai3"	"152.670000"	"50.330000"	"78.720000"	"270.000000"	
"50330004"	"5033"	"scn5033_boss1"	"157.940000"	"50.330000"	"78.720000"	"270.000000"	
"50330005"	"5033"	"scn5033_yuancheng1"	"157.930000"	"50.330000"	"79.780000"	"270.000000"	
"50330006"	"5033"	"scn5033_yuancheng1"	"157.950000"	"50.330000"	"77.800000"	"270.000000"	
"50340001"	"5034"	"scn5034_xiaoguai1"	"69.200000"	"50.149000"	"122.930000"	"90.000000"	
"50340002"	"5034"	"scn5034_xiaoguai2"	"60.500000"	"50.149000"	"124.940000"	"90.000000"	
"50340003"	"5034"	"scn5034_xiaoguai3"	"53.950000"	"50.149000"	"124.940000"	"90.000000"	
"50340004"	"5034"	"scn5034_boss1"	"50.370000"	"50.149000"	"124.940000"	"90.000000"	
"50340005"	"5034"	"scn5034_yuancheng1"	"50.210000"	"50.149000"	"123.450000"	"90.000000"	
"50340006"	"5034"	"scn5034_yuancheng1"	"50.510000"	"50.149000"	"126.330000"	"90.000000"	
"50350001"	"5035"	"scn5035_xiaoguai1"	"129.970000"	"50.300000"	"125.530000"	"270.000000"	
"50350002"	"5035"	"scn5035_xiaoguai2"	"136.800000"	"50.300000"	"125.530000"	"270.000000"	
"50350003"	"5035"	"scn5035_xiaoguai3"	"143.640000"	"50.300000"	"125.530000"	"270.000000"	
"50350004"	"5035"	"scn5035_boss1"	"150.710000"	"50.300000"	"125.530000"	"271.966900"	
"50350005"	"5035"	"scn5035_yuancheng1"	"150.710000"	"50.300000"	"126.530000"	"271.966900"	
"50350006"	"5035"	"scn5035_yuancheng1"	"150.610000"	"50.300000"	"124.430000"	"271.966900"	
"50360001"	"5036"	"scn5036_xiaoguai1"	"63.400000"	"52.993740"	"208.610000"	"90.000000"	
"50360002"	"5036"	"scn5036_xiaoguai2"	"51.900000"	"52.993740"	"208.410000"	"90.000000"	
"50360003"	"5036"	"scn5036_xiaoguai3"	"41.500000"	"52.993740"	"210.600000"	"90.000000"	
"50360004"	"5036"	"scn5036_boss1"	"39.936650"	"52.993740"	"220.184000"	"136.292000"	
"50360005"	"5036"	"scn5036_yuancheng1"	"39.130730"	"52.993740"	"219.435300"	"136.292000"	
"50360006"	"5036"	"scn5036_yuancheng1"	"40.669290"	"52.993740"	"220.864600"	"136.292000"	
"50360007"	"5036"	"scn5036_xiaoguai4"	"47.500000"	"52.993740"	"224.700000"	"270.000000"	
"50360008"	"5036"	"scn5036_xiaoguai5"	"56.740000"	"52.993740"	"224.700000"	"270.000000"	
"50360009"	"5036"	"scn5036_xiaoguai6"	"65.800000"	"52.993740"	"224.900000"	"270.000000"	
"50360010"	"5036"	"scn5036_yuancheng2"	"71.600000"	"52.993740"	"223.780000"	"270.000000"	
"50360011"	"5036"	"scn5036_yuancheng2"	"71.580000"	"52.993740"	"225.380000"	"270.000000"	
"50360012"	"5036"	"scn5036_boss2"	"71.610000"	"52.993740"	"224.450000"	"270.000000"	
"50370001"	"5037"	"scn5037_xiaoguai1"	"61.740000"	"53.030000"	"185.600000"	"90.000000"	
"50370002"	"5037"	"scn5037_xiaoguai2"	"54.810000"	"53.030000"	"185.600000"	"90.000000"	
"50370003"	"5037"	"scn5037_xiaoguai3"	"48.100000"	"53.030000"	"185.600000"	"90.000000"	
"50370004"	"5037"	"scn5037_boss1"	"37.960000"	"53.030000"	"180.950000"	"91.714650"	
"50370005"	"5037"	"scn5037_yuancheng1"	"37.860000"	"53.030000"	"179.850000"	"91.714650"	
"50370006"	"5037"	"scn5037_yuancheng1"	"37.960000"	"53.030000"	"182.050000"	"91.714650"	
"50370007"	"5037"	"scn5037_xiaoguai4"	"42.400000"	"53.030000"	"171.000000"	"270.000000"	
"50370008"	"5037"	"scn5037_xiaoguai5"	"52.500000"	"53.030000"	"171.000000"	"270.000000"	
"50370009"	"5037"	"scn5037_xiaoguai6"	"61.300000"	"53.030000"	"171.000000"	"270.000000"	
"503374010"	"5037"	"scn5037_yuancheng2"	"69.500000"	"53.030000"	"172.500000"	"270.000000"	
"503374011"	"5037"	"scn5037_yuancheng2"	"69.500000"	"53.030000"	"170.400000"	"270.000000"	
"503374012"	"5037"	"scn5037_boss2"	"69.500000"	"53.030000"	"171.500000"	"270.000000"	
"50380001"	"5038"	"scn5038_xiaoguai1"	"119.720000"	"49.960000"	"80.200000"	"270.000000"	
"50380002"	"5038"	"scn5038_xiaoguai2"	"126.770000"	"49.960000"	"80.200000"	"270.000000"	
"50380003"	"5038"	"scn5038_xiaoguai3"	"133.870000"	"49.960000"	"80.200000"	"270.000000"	
"50380004"	"5038"	"scn5038_boss1"	"137.530000"	"49.960000"	"80.200000"	"270.000000"	
"50380005"	"5038"	"scn5038_yuancheng1"	"137.430000"	"49.960000"	"81.300000"	"270.000000"	
"50380006"	"5038"	"scn5038_yuancheng1"	"137.620000"	"49.960000"	"78.800000"	"270.000000"	
"50380007"	"5038"	"scn5038_xiaoguai4"	"143.690000"	"49.960000"	"80.200000"	"270.000000"	
"50380008"	"5038"	"scn5038_xiaoguai5"	"148.840000"	"49.960000"	"80.200000"	"270.000000"	
"50380009"	"5038"	"scn5038_xiaoguai6"	"154.300000"	"49.960000"	"80.200000"	"270.000000"	
"50380010"	"5038"	"scn5038_yuancheng2"	"158.200000"	"49.960000"	"76.710000"	"270.000000"	
"50380011"	"5038"	"scn5038_yuancheng2"	"158.000000"	"49.960000"	"80.310000"	"270.000000"	
"50380012"	"5038"	"scn5038_boss2"	"158.100000"	"49.960000"	"78.510000"	"270.000000"	
"50390001"	"5039"	"scn5039_xiaoguai1"	"133.000000"	"50.110000"	"125.750000"	"270.000000"	
"50390002"	"5039"	"scn5039_xiaoguai2"	"140.400000"	"50.110000"	"125.750000"	"270.000000"	
"50390003"	"5039"	"scn5039_xiaoguai3"	"146.720000"	"50.110000"	"125.750000"	"270.000000"	
"50390004"	"5039"	"scn5039_boss1"	"155.840000"	"50.110000"	"124.570000"	"272.301300"	
"50390005"	"5039"	"scn5039_yuancheng1"	"155.730000"	"50.110000"	"123.710000"	"272.301300"	
"50390006"	"5039"	"scn5039_yuancheng1"	"155.800000"	"50.110000"	"125.560000"	"272.301300"	
"50390007"	"5039"	"scn5039_xiaoguai4"	"155.790000"	"50.110000"	"116.650000"	"0.000000"	
"50390008"	"5039"	"scn5039_xiaoguai5"	"155.880000"	"50.110000"	"112.500000"	"0.000000"	
"50390009"	"5039"	"scn5039_xiaoguai6"	"155.860000"	"50.110000"	"107.680000"	"0.000000"	
"50390010"	"5039"	"scn5039_boss2"	"161.530000"	"50.175000"	"101.900000"	"0.000000"	
"50390011"	"5039"	"scn5039_yuancheng2"	"162.730000"	"50.175000"	"101.950000"	"0.000000"	
"50390012"	"5039"	"scn5039_yuancheng2"	"160.400000"	"50.175000"	"101.920000"	"0.000000"	
"50400001"	"5040"	"scn5040_xiaoguai1"	"71.350000"	"50.130000"	"115.640000"	"270.000000"	
"50400002"	"5040"	"scn5040_xiaoguai2"	"74.830000"	"50.130000"	"120.600000"	"270.000000"	
"50400003"	"5040"	"scn5040_xiaoguai3"	"81.090000"	"50.130000"	"120.700000"	"270.000000"	
"50400004"	"5040"	"scn5040_boss1"	"86.310000"	"50.130000"	"120.800000"	"270.048800"	
"50400005"	"5040"	"scn5040_yuancheng1"	"86.310000"	"50.130000"	"121.900000"	"270.048800"	
"50400006"	"5040"	"scn5040_yuancheng1"	"86.310000"	"50.130000"	"119.900000"	"270.048800"	
"50400007"	"5040"	"scn5040_xiaoguai4"	"76.000000"	"50.130000"	"120.660000"	"90.000000"	
"50400008"	"5040"	"scn5040_xiaoguai5"	"67.430000"	"50.130000"	"124.740000"	"90.000000"	
"50400009"	"5040"	"scn5040_xiaoguai6"	"59.290000"	"50.130000"	"125.010000"	"90.000000"	
"50400010"	"5040"	"scn5040_boss2"	"52.349990"	"50.130000"	"124.960000"	"90.000000"	
"50400011"	"5040"	"scn5040_yuancheng2"	"52.426640"	"50.130000"	"123.860000"	"90.000000"	
"50400012"	"5040"	"scn5040_yuancheng2"	"52.373360"	"50.130000"	"126.060000"	"90.000000"	
"50410001"	"5041"	"scn5041_xiaoguai1"	"206.930000"	"53.071000"	"189.750000"	"180.000800"	
"50410002"	"5041"	"scn5041_xiaoguai2"	"206.930000"	"53.071000"	"194.960000"	"180.000000"	
"50410003"	"5041"	"scn5041_xiaoguai3"	"206.930000"	"53.071000"	"200.050000"	"180.000000"	
"50410004"	"5041"	"scn5041_boss1"	"206.930000"	"53.071000"	"204.120000"	"180.000000"	
"50410005"	"5041"	"scn5041_yuancheng1"	"205.430000"	"53.071000"	"204.150000"	"180.000000"	
"50410006"	"5041"	"scn5041_yuancheng1"	"208.330000"	"53.071000"	"204.190000"	"180.000000"	
"50420001"	"5042"	"scn5042_xiaoguai1"	"207.000000"	"50.094000"	"111.030000"	"180.000800"	
"50420002"	"5042"	"scn5042_xiaoguai2"	"207.000000"	"50.094000"	"118.220000"	"180.000800"	
"50420003"	"5042"	"scn5042_xiaoguai3"	"207.000000"	"50.094000"	"125.550000"	"180.000800"	
"50420004"	"5042"	"scn5042_boss1"	"207.000000"	"50.094000"	"130.800000"	"180.000800"	
"50420005"	"5042"	"scn5042_yuancheng1"	"206.100000"	"50.094000"	"130.800000"	"180.000800"	
"50420006"	"5042"	"scn5042_yuancheng1"	"208.000000"	"50.094000"	"130.800000"	"180.000800"	
"50430001"	"5043"	"scn5043_xiaoguai1"	"196.680000"	"50.010000"	"33.690000"	"90.000000"	
"50430002"	"5043"	"scn5043_xiaoguai2"	"190.110000"	"50.010000"	"33.440000"	"90.000000"	
"50430003"	"5043"	"scn5043_xiaoguai3"	"183.230000"	"50.010000"	"33.550000"	"90.000000"	
"50430004"	"5043"	"scn5043_boss1"	"176.260000"	"50.010000"	"33.290000"	"90.000000"	
"50430005"	"5043"	"scn5043_yuancheng1"	"176.060000"	"50.010000"	"32.230000"	"90.000000"	
"50430006"	"5043"	"scn5043_yuancheng1"	"176.260000"	"50.010000"	"34.280000"	"90.000000"	
"50440001"	"5044"	"scn5044_xiaoguai1"	"82.670000"	"50.100000"	"34.010000"	"90.000000"	
"50440002"	"5044"	"scn5044_xiaoguai2"	"76.250000"	"50.100000"	"34.010000"	"90.000000"	
"50440003"	"5044"	"scn5044_xiaoguai3"	"70.530000"	"50.100000"	"34.010000"	"90.000000"	
"50440004"	"5044"	"scn5044_boss1"	"66.660000"	"50.100000"	"34.010000"	"90.000000"	
"50440005"	"5044"	"scn5044_yuancheng1"	"66.480000"	"50.100000"	"32.570000"	"90.000000"	
"50440006"	"5044"	"scn5044_yuancheng1"	"66.820000"	"50.100000"	"35.430000"	"90.000000"	
"50450001"	"5045"	"scn5045_xiaoguai1"	"140.570000"	"50.050000"	"79.250000"	"270.000000"	
"50450002"	"5045"	"scn5045_xiaoguai2"	"147.350000"	"50.050000"	"79.250000"	"270.000000"	
"50450003"	"5045"	"scn5045_xiaoguai3"	"154.310000"	"50.050000"	"79.250000"	"270.000000"	
"50450004"	"5045"	"scn5045_boss1"	"158.760000"	"50.050000"	"79.250000"	"270.000000"	
"50450005"	"5045"	"scn5045_yuancheng1"	"158.760000"	"50.050000"	"80.250000"	"270.000000"	
"50450006"	"5045"	"scn5045_yuancheng1"	"158.660000"	"50.050000"	"78.150000"	"270.000000"	
"50460001"	"5046"	"scn5046_xiaoguai1"	"52.780000"	"50.110000"	"100.720000"	"0.000000"	
"50460002"	"5046"	"scn5046_xiaoguai2"	"52.780000"	"50.110000"	"94.880000"	"0.000000"	
"50460003"	"5046"	"scn5046_xiaoguai3"	"52.780000"	"50.110000"	"89.440000"	"0.000000"	
"50460004"	"5046"	"scn5046_boss1"	"52.780000"	"50.110000"	"85.949260"	"0.000000"	
"50460005"	"5046"	"scn5046_yuancheng1"	"53.780000"	"50.110000"	"85.933870"	"0.000000"	
"50460006"	"5046"	"scn5046_yuancheng1"	"51.680000"	"50.110000"	"85.966130"	"0.000000"	
"50460007"	"5046"	"scn5046_xiaoguai4"	"65.620000"	"50.110000"	"91.660000"	"270.000000"	
"50460008"	"5046"	"scn5046_xiaoguai5"	"70.540000"	"50.110000"	"91.660000"	"270.000000"	
"50460009"	"5046"	"scn5046_xiaoguai6"	"74.530000"	"50.110000"	"91.660000"	"270.000000"	
"50460010"	"5046"	"scn5046_yuancheng2"	"77.580000"	"50.110000"	"90.880000"	"270.000000"	
"50460011"	"5046"	"scn5046_yuancheng2"	"77.680000"	"50.110000"	"92.480000"	"270.000000"	
"50460012"	"5046"	"scn5046_boss2"	"77.550000"	"50.110000"	"91.660000"	"270.000000"	
"50470001"	"5047"	"scn5047_xiaoguai1"	"133.350000"	"50.162000"	"125.690000"	"270.000000"	
"50470002"	"5047"	"scn5047_xiaoguai2"	"142.030000"	"50.162000"	"125.690000"	"270.000000"	
"50470003"	"5047"	"scn5047_xiaoguai3"	"148.040000"	"50.162000"	"125.690000"	"270.000000"	
"50470004"	"5047"	"scn5047_boss1"	"153.270000"	"50.162000"	"125.690000"	"270.000000"	
"50470005"	"5047"	"scn5047_yuancheng1"	"153.270000"	"50.162000"	"124.590000"	"270.000000"	
"50470006"	"5047"	"scn5047_yuancheng1"	"153.270000"	"50.162000"	"126.790000"	"270.000000"	
"50470007"	"5047"	"scn5047_xiaoguai4"	"157.950000"	"50.162000"	"116.860000"	"0.000000"	
"50470008"	"5047"	"scn5047_xiaoguai5"	"157.950000"	"50.162000"	"111.830000"	"0.000000"	
"50470009"	"5047"	"scn5047_xiaoguai6"	"157.950000"	"50.162000"	"106.380000"	"0.000000"	
"504374010"	"5047"	"scn5047_yuancheng2"	"159.820000"	"50.162000"	"101.030000"	"0.000000"	
"504374011"	"5047"	"scn5047_yuancheng2"	"161.920000"	"50.162000"	"101.000000"	"0.000000"	
"504374012"	"5047"	"scn5047_boss2"	"160.820000"	"50.162000"	"101.010000"	"0.000000"	
"50480001"	"5048"	"scn5048_xiaoguai1"	"207.910000"	"50.100000"	"59.180000"	"0.000000"	
"50480002"	"5048"	"scn5048_xiaoguai2"	"207.910000"	"50.100000"	"49.450000"	"0.000000"	
"50480003"	"5048"	"scn5048_xiaoguai3"	"207.910000"	"50.100000"	"39.630000"	"0.000000"	
"50480004"	"5048"	"scn5048_boss1"	"202.090000"	"50.100000"	"33.080000"	"0.000000"	
"50480005"	"5048"	"scn5048_yuancheng1"	"203.190000"	"50.100000"	"33.020000"	"0.000000"	
"50480006"	"5048"	"scn5048_yuancheng1"	"200.680000"	"50.100000"	"33.050000"	"0.000000"	
"50480007"	"5048"	"scn5048_xiaoguai4"	"193.060000"	"50.100000"	"33.830000"	"90.000000"	
"50480008"	"5048"	"scn5048_xiaoguai5"	"184.350000"	"50.100000"	"33.450000"	"90.000000"	
"50480009"	"5048"	"scn5048_xiaoguai6"	"177.650000"	"50.100000"	"33.420000"	"90.000000"	
"50480010"	"5048"	"scn5048_yuancheng2"	"171.590000"	"50.100000"	"34.980000"	"90.000000"	
"50480011"	"5048"	"scn5048_yuancheng2"	"171.880000"	"50.100000"	"31.290000"	"90.000000"	
"50480012"	"5048"	"scn5048_boss2"	"171.720000"	"50.100000"	"33.390000"	"90.000000"	
"50490001"	"5049"	"scn5049_xiaoguai1"	"119.810000"	"50.100000"	"34.220000"	"90.000000"	
"50490002"	"5049"	"scn5049_xiaoguai2"	"113.510000"	"50.100000"	"34.220000"	"90.000000"	
"50490003"	"5049"	"scn5049_xiaoguai3"	"107.980000"	"50.100000"	"34.220000"	"90.000000"	
"50490004"	"5049"	"scn5049_boss1"	"100.470000"	"50.100000"	"34.220000"	"90.000000"	
"50490005"	"5049"	"scn5049_yuancheng1"	"100.520900"	"50.100000"	"33.299450"	"90.000000"	
"50490006"	"5049"	"scn5049_yuancheng1"	"100.419200"	"50.100000"	"35.140550"	"90.000000"	
"50490007"	"5049"	"scn5049_xiaoguai4"	"93.530000"	"50.100000"	"34.400000"	"90.000000"	
