"龙ID"	"备注"	"参与奖"	"击杀奖励"	"第1名"	"第2名"	"第3名"	"第4-10名"	"第11名后"	"新获得时位置RenderTextureNew中模型Transform负责"	"新获得时尺寸CameraXXSize负责"	
"1004424"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004425"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004426"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004427"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004428"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004429"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004430"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004431"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004432"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004433"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004434"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004435"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004436"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004437"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004438"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004439"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004440"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004441"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004442"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004443"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004444"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004445"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004446"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004447"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004448"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004449"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004450"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004451"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004452"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004453"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004454"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004455"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004456"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004457"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004458"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004459"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004460"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004461"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004462"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004463"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004464"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004465"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004466"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004467"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004468"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004469"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004470"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004471"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004472"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004473"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004474"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004475"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004476"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004477"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004478"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004479"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004480"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004481"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004482"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004483"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004484"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004485"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004486"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004487"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004488"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004489"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004490"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004491"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004492"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004493"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004494"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004495"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004496"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004497"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004498"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004499"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004500"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004501"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004502"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004503"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004504"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004505"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004506"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004507"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004508"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004509"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004510"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004511"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004512"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004513"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004514"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004515"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004516"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004517"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004518"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004519"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004520"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004521"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004522"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004523"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004524"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004525"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004526"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004527"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004528"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004529"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004530"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004531"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004532"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004533"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004534"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004535"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004536"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004537"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004538"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004539"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004540"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004541"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004542"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004543"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004544"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004545"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004546"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004547"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004548"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004549"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004550"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004701"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004702"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004703"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004704"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004705"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004706"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004707"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004708"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004709"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004710"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004711"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004712"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004713"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004714"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004715"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004716"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004717"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004718"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004719"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004720"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004721"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004722"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004723"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004724"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004725"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004726"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004727"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004728"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004729"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004730"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004731"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004732"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004733"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004734"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004735"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004736"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004737"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004738"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004739"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004740"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004741"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004742"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004743"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004744"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004745"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004746"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
