"ID区段：见黑色分隔符解释"	"技能名技能名字，最多16个汉字（常态下策划用8个，冗余空间保留特殊情况使用）"	"utf8名字(不填,程序用)"	"技能图集"	"技能图标ID"	"是否主动技能"	"被动技能调用光环"	"被动技能起作用目标0=不起作用，1=普通状态下生效，2=骑龙状态下生效(无效)，4=始终生效，8=装备龙生效，16=召唤龙生效"	"受伤时打断"	"允许打断延后效果"	"停止移动"	"技能归属0：职业技能1：npc技能2:英雄技能"	"所属职业0=无职业1=全真/云锦2=丐帮/转剑3=少林/天威"	"是否共CD"	"冷却时间（ms）"	"CD组"	"CD组冷却时间"	"连续技"	"连续技-下一技能"	"消耗参数类型30=跳跃值"	"消耗参数值"	"消耗参数值等级修正"	"最远施放距离（m）"	"对地攻击限制false=不限制true=限制"	"对地攻击时是否限制移动（对人攻击时候都是走到距离内再放技能）true=对地攻击时候不看施放距离直接放技能false=对地攻击时候走到施放距离内再放技能"	"需求状态类型0=无限制其他=状态ID"	"需求场景类型0=副本场景1=主城场景"	"技能生效目标1=自己2=敌方单位4=友方单位8=中立单位填的数据为此数叠加，0-15"	"技能施法目标0=对地施放（如果点到人施放则表示对人所在位置施放）1=对人施放2=对自己施放3=鼠标方向施放4=对自已位置放5=向面向方向施放(取最大距离那个点）"	"技能施法目标阵营主角施法，且施法目标为0或1时阵营0友方1敌方2中立"	"施法目标附加检查0=无1=目标必须为可采集物"	"是否显示前摇条"	"移动/放其它技能时打断"	"效果类型1-1：不起作用，0：判定，1：移动，2：子弹发射，3：专有"	"效果id1根据效果类型1，去相应表中查找效果ID"	"效果类型2"	"效果id2"	"效果类型3"	"效果id3"	"效果类型4"	"效果id4"	"效果类型5"	"效果id5"	"效果类型6"	"效果id6"	"效果类型7"	"效果id7"	"效果类型8"	"效果id8"	"效果类型9"	"效果id9"	"效果类型10"	"效果id10"	"效果类型11"	"效果id11"	"效果类型12"	"效果id12"	"附加技能效果"	"附加技能效果索引(程序用,不填)"	"附加技能效果参数1"	"附加技能效果参数2"	"附加技能效果参数3"	"附加技能效果参数1f"	"附加技能效果参数2f"	"附加技能效果参数3f"	"是否为蓄力类技能"	"蓄力最大时间"	"是否为引导类技能又称通道类技能"	"连续施法次数"	"引导时间间隔"	"技能属性类别0为普通攻击（物理），1为火，2为冰，3为雷，4为毒"	"客户端前摇(ms)一般为0"	"前摇时间(ms)"	"额外后摇时间(ms)"	"技能表现效果ID需配置动作act文件，只能配置1个"	"目标点技能表现"	"技能攻击类型0近战1远战"	"技能Tip描述(NumberFormat)"	"技能Tip参数[aura_effect_id]//effectid//field[aura,1,field]//auraid//effectindex//field[aura_from_effect_hitbuf,//effectid//hitindex//effectindex//field[aura_from_magic_hitbuf]//magictype//effectindex//hitindex//auraeffectindex//field[effect_type_id]//effecttype//effectid//field[effect_from_magic_index]//magictype//magiceffectindex//field[combat_from_aura_effect]//AuraEffectConfig.id//fieldcombattriggerconfig"	"技能等级"	"技能等级段"	"升级后技能id"	"自动战斗技能的类型（1=攻击性技能，2=躲避型技能，3=加血型技能，玩家用的技能和龙的技能必须配）"	"自动战斗技能优先级（用于选择技能释放用的，越大越高）"	"默认技能位置1=普攻（左右键）；2=空格键；3=快捷键1；4=快捷键2；5=快捷键3；6=快捷键4"	"可放置技能位置1=普攻（左右键）；2=空格键；4=快捷键1；8=快捷键2；16=快捷键3"	"获得技能提示"	"技能战斗类型0:使用后不进入战斗1：使用后进入战斗"	"技能来源类型0.怪物技能1.主角自带2.英雄赋予3.空缺4.宠物技能5.其他技能6.法宝技能"	"技能来源ID类型0.无效类型1.无效类型2.英雄ID类型3.空缺类型4.无效类型5.无效"	"升级消耗（0-N,索引MagicUpgradeConfig）"	
"25002020"	"乾坤神佑"	""	"icon_pet_png"	"fabao_skill_qiankunbi"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"45000"	"0"	"0"	"0"	"0"	""	"0.000000"	""	"12.000000"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	""	"3"	"25002020"	"3"	"26002001"	"3"	"26002002"	"3"	"26002003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fabao_qiankunbi_attack1.act.txt"	""	"1"	"乾坤笔在空中舞动对玩家祝福，提高玩家[green]${0},7$[white]攻击力，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25002020,`para4`],[`aura`,25002020,0,`auraTime`]]"	"3"	"1,1"	"-1"	"1"	"1000"	"0"	"0"	""	"1"	"6"	"1"	"0"	
"25002030"	"乾坤神佑"	""	"icon_pet_png"	"fabao_skill_qiankunbi"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"45000"	"0"	"0"	"0"	"0"	""	"0.000000"	""	"12.000000"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	""	"3"	"25002030"	"3"	"26002001"	"3"	"26002002"	"3"	"26002003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fabao_qiankunbi_attack1.act.txt"	""	"1"	"乾坤笔在空中舞动对玩家祝福，提高玩家[green]${0},7$[white]攻击力，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25002030,`para4`],[`aura`,25002030,0,`auraTime`]]"	"4"	"1,1"	"-1"	"1"	"1000"	"0"	"0"	""	"1"	"6"	"1"	"0"	
"25002040"	"乾坤神佑"	""	"icon_pet_png"	"fabao_skill_qiankunbi"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"45000"	"0"	"0"	"0"	"0"	""	"0.000000"	""	"12.000000"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	""	"3"	"25002040"	"3"	"26002001"	"3"	"26002002"	"3"	"26002003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fabao_qiankunbi_attack1.act.txt"	""	"1"	"乾坤笔在空中舞动对玩家祝福，提高玩家[green]${0},7$[white]攻击力，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25002040,`para4`],[`aura`,25002040,0,`auraTime`]]"	"5"	"1,1"	"-1"	"1"	"1000"	"0"	"0"	""	"1"	"6"	"1"	"0"	
"25002050"	"乾坤神佑"	""	"icon_pet_png"	"fabao_skill_qiankunbi"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"45000"	"0"	"0"	"0"	"0"	""	"0.000000"	""	"12.000000"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	""	"3"	"25002050"	"3"	"26002001"	"3"	"26002002"	"3"	"26002003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fabao_qiankunbi_attack1.act.txt"	""	"1"	"乾坤笔在空中舞动对玩家祝福，提高玩家[green]${0},7$[white]攻击力，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25002050,`para4`],[`aura`,25002050,0,`auraTime`]]"	"6"	"1,1"	"-1"	"1"	"1000"	"0"	"0"	""	"1"	"6"	"1"	"0"	
"25002060"	"乾坤神佑"	""	"icon_pet_png"	"fabao_skill_qiankunbi"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"45000"	"0"	"0"	"0"	"0"	""	"0.000000"	""	"12.000000"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	""	"3"	"25002060"	"3"	"26002001"	"3"	"26002002"	"3"	"26002003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fabao_qiankunbi_attack1.act.txt"	""	"1"	"乾坤笔在空中舞动对玩家祝福，提高玩家[green]${0},7$[white]攻击力，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25002060,`para4`],[`aura`,25002060,0,`auraTime`]]"	"7"	"1,1"	"-1"	"1"	"1000"	"0"	"0"	""	"1"	"6"	"1"	"0"	
"25002070"	"乾坤神佑"	""	"icon_pet_png"	"fabao_skill_qiankunbi"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"45000"	"0"	"0"	"0"	"0"	""	"0.000000"	""	"12.000000"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	""	"3"	"25002070"	"3"	"26002001"	"3"	"26002002"	"3"	"26002003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fabao_qiankunbi_attack1.act.txt"	""	"1"	"乾坤笔在空中舞动对玩家祝福，提高玩家[green]${0},7$[white]攻击力，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25002070,`para4`],[`aura`,25002070,0,`auraTime`]]"	"8"	"1,1"	"-1"	"1"	"1000"	"0"	"0"	""	"1"	"6"	"1"	"0"	
"25002080"	"乾坤神佑"	""	"icon_pet_png"	"fabao_skill_qiankunbi"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"45000"	"0"	"0"	"0"	"0"	""	"0.000000"	""	"12.000000"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	""	"3"	"25002080"	"3"	"26002001"	"3"	"26002002"	"3"	"26002003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fabao_qiankunbi_attack1.act.txt"	""	"1"	"乾坤笔在空中舞动对玩家祝福，提高玩家[green]${0},7$[white]攻击力，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25002080,`para4`],[`aura`,25002080,0,`auraTime`]]"	"9"	"1,1"	"-1"	"1"	"1000"	"0"	"0"	""	"1"	"6"	"1"	"0"	
"25002090"	"乾坤神佑"	""	"icon_pet_png"	"fabao_skill_qiankunbi"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"45000"	"0"	"0"	"0"	"0"	""	"0.000000"	""	"12.000000"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	""	"3"	"25002090"	"3"	"26002001"	"3"	"26002002"	"3"	"26002003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fabao_qiankunbi_attack1.act.txt"	""	"1"	"乾坤笔在空中舞动对玩家祝福，提高玩家[green]${0},7$[white]攻击力，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25002090,`para4`],[`aura`,25002090,0,`auraTime`]]"	"10"	"1,1"	"-1"	"1"	"1000"	"0"	"0"	""	"1"	"6"	"1"	"0"	
"25003000"	"天命难违"	""	"icon_pet_png"	"fabao_skill_shouhuan"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"60000"	"0"	"0"	"0"	"0"	""	"0.000000"	""	"12.000000"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	""	"3"	"25003000"	"3"	"26003001"	"3"	"26003002"	"3"	"26003003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fabao_tianmingshouhuan_attack1.act.txt"	""	"1"	"给自身与附近友军添加防御护盾，提高防御力[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25003000,`para4`],[`aura`,25003000,0,`auraTime`]]"	"1"	"1,1"	"-1"	"1"	"1000"	"0"	"0"	""	"1"	"6"	"1"	"0"	
"25003010"	"天命难违"	""	"icon_pet_png"	"fabao_skill_shouhuan"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"60000"	"0"	"0"	"0"	"0"	""	"0.000000"	""	"12.000000"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	""	"3"	"25003010"	"3"	"26003001"	"3"	"26003002"	"3"	"26003003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fabao_tianmingshouhuan_attack1.act.txt"	""	"1"	"给自身与附近友军添加防御护盾，提高防御力[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25003010,`para4`],[`aura`,25003010,0,`auraTime`]]"	"2"	"1,1"	"-1"	"1"	"1000"	"0"	"0"	""	"1"	"6"	"1"	"0"	
"25003020"	"天命难违"	""	"icon_pet_png"	"fabao_skill_shouhuan"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"60000"	"0"	"0"	"0"	"0"	""	"0.000000"	""	"12.000000"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	""	"3"	"25003020"	"3"	"26003001"	"3"	"26003002"	"3"	"26003003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fabao_tianmingshouhuan_attack1.act.txt"	""	"1"	"给自身与附近友军添加防御护盾，提高防御力[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25003020,`para4`],[`aura`,25003020,0,`auraTime`]]"	"3"	"1,1"	"-1"	"1"	"1000"	"0"	"0"	""	"1"	"6"	"1"	"0"	
"25003030"	"天命难违"	""	"icon_pet_png"	"fabao_skill_shouhuan"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"60000"	"0"	"0"	"0"	"0"	""	"0.000000"	""	"12.000000"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	""	"3"	"25003030"	"3"	"26003001"	"3"	"26003002"	"3"	"26003003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fabao_tianmingshouhuan_attack1.act.txt"	""	"1"	"给自身与附近友军添加防御护盾，提高防御力[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25003030,`para4`],[`aura`,25003030,0,`auraTime`]]"	"4"	"1,1"	"-1"	"1"	"1000"	"0"	"0"	""	"1"	"6"	"1"	"0"	
"25003040"	"天命难违"	""	"icon_pet_png"	"fabao_skill_shouhuan"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"60000"	"0"	"0"	"0"	"0"	""	"0.000000"	""	"12.000000"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	""	"3"	"25003040"	"3"	"26003001"	"3"	"26003002"	"3"	"26003003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fabao_tianmingshouhuan_attack1.act.txt"	""	"1"	"给自身与附近友军添加防御护盾，提高防御力[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25003040,`para4`],[`aura`,25003040,0,`auraTime`]]"	"5"	"1,1"	"-1"	"1"	"1000"	"0"	"0"	""	"1"	"6"	"1"	"0"	
"25003050"	"天命难违"	""	"icon_pet_png"	"fabao_skill_shouhuan"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"60000"	"0"	"0"	"0"	"0"	""	"0.000000"	""	"12.000000"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	""	"3"	"25003050"	"3"	"26003001"	"3"	"26003002"	"3"	"26003003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fabao_tianmingshouhuan_attack1.act.txt"	""	"1"	"给自身与附近友军添加防御护盾，提高防御力[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25003050,`para4`],[`aura`,25003050,0,`auraTime`]]"	"6"	"1,1"	"-1"	"1"	"1000"	"0"	"0"	""	"1"	"6"	"1"	"0"	
"25003060"	"天命难违"	""	"icon_pet_png"	"fabao_skill_shouhuan"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"60000"	"0"	"0"	"0"	"0"	""	"0.000000"	""	"12.000000"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	""	"3"	"25003060"	"3"	"26003001"	"3"	"26003002"	"3"	"26003003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fabao_tianmingshouhuan_attack1.act.txt"	""	"1"	"给自身与附近友军添加防御护盾，提高防御力[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25003060,`para4`],[`aura`,25003060,0,`auraTime`]]"	"7"	"1,1"	"-1"	"1"	"1000"	"0"	"0"	""	"1"	"6"	"1"	"0"	
"25003070"	"天命难违"	""	"icon_pet_png"	"fabao_skill_shouhuan"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"60000"	"0"	"0"	"0"	"0"	""	"0.000000"	""	"12.000000"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	""	"3"	"25003070"	"3"	"26003001"	"3"	"26003002"	"3"	"26003003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fabao_tianmingshouhuan_attack1.act.txt"	""	"1"	"给自身与附近友军添加防御护盾，提高防御力[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25003070,`para4`],[`aura`,25003070,0,`auraTime`]]"	"8"	"1,1"	"-1"	"1"	"1000"	"0"	"0"	""	"1"	"6"	"1"	"0"	
"25003080"	"天命难违"	""	"icon_pet_png"	"fabao_skill_shouhuan"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"60000"	"0"	"0"	"0"	"0"	""	"0.000000"	""	"12.000000"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	""	"3"	"25003080"	"3"	"26003001"	"3"	"26003002"	"3"	"26003003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fabao_tianmingshouhuan_attack1.act.txt"	""	"1"	"给自身与附近友军添加防御护盾，提高防御力[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25003080,`para4`],[`aura`,25003080,0,`auraTime`]]"	"9"	"1,1"	"-1"	"1"	"1000"	"0"	"0"	""	"1"	"6"	"1"	"0"	
"25003090"	"天命难违"	""	"icon_pet_png"	"fabao_skill_shouhuan"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"60000"	"0"	"0"	"0"	"0"	""	"0.000000"	""	"12.000000"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	""	"3"	"25003090"	"3"	"26003001"	"3"	"26003002"	"3"	"26003003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fabao_tianmingshouhuan_attack1.act.txt"	""	"1"	"给自身与附近友军添加防御护盾，提高防御力[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25003090,`para4`],[`aura`,25003090,0,`auraTime`]]"	"10"	"1,1"	"-1"	"1"	"1000"	"0"	"0"	""	"1"	"6"	"1"	"0"	
"25004000"	"神机千变"	""	"icon_pet_png"	"fabao_skill_sjh"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"45000"	"0"	"0"	"0"	"0"	""	"0.000000"	""	"12.000000"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	""	"0"	"25004000"	"3"	"26004001"	"3"	"26004002"	"3"	"26004003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fabao_shenjihe_attack1.act.txt"	""	"1"	"打击前方扇形区域，对最多[green]${0},1$[white]个目标造成[green]${1},9$[white]攻击力+[green]${2},1$[white]点[pink]风系[white]伤害。"	"[[`effect_type_id`,0,25004000,`objectNum`],[`effect_type_id`,0,25004000,`hurtPercentage`],[`effect_type_id`,0,25004000,`hurtValue`]]"	"1"	"1,1"	"-1"	"1"	"1000"	"0"	"0"	""	"1"	"6"	"1"	"0"	
"25004010"	"神机千变"	""	"icon_pet_png"	"fabao_skill_sjh"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"45000"	"0"	"0"	"0"	"0"	""	"0.000000"	""	"12.000000"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	""	"0"	"25004010"	"3"	"26004001"	"3"	"26004002"	"3"	"26004003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fabao_shenjihe_attack1.act.txt"	""	"1"	"打击前方扇形区域，对最多[green]${0},1$[white]个目标造成[green]${1},9$[white]攻击力+[green]${2},1$[white]点[pink]风系[white]伤害。"	"[[`effect_type_id`,0,25004010,`objectNum`],[`effect_type_id`,0,25004010,`hurtPercentage`],[`effect_type_id`,0,25004010,`hurtValue`]]"	"2"	"1,1"	"-1"	"1"	"1000"	"0"	"0"	""	"1"	"6"	"1"	"0"	
"25004020"	"神机千变"	""	"icon_pet_png"	"fabao_skill_sjh"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"45000"	"0"	"0"	"0"	"0"	""	"0.000000"	""	"12.000000"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	""	"0"	"25004020"	"3"	"26004001"	"3"	"26004002"	"3"	"26004003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fabao_shenjihe_attack1.act.txt"	""	"1"	"打击前方扇形区域，对最多[green]${0},1$[white]个目标造成[green]${1},9$[white]攻击力+[green]${2},1$[white]点[pink]风系[white]伤害。"	"[[`effect_type_id`,0,25004020,`objectNum`],[`effect_type_id`,0,25004020,`hurtPercentage`],[`effect_type_id`,0,25004020,`hurtValue`]]"	"3"	"1,1"	"-1"	"1"	"1000"	"0"	"0"	""	"1"	"6"	"1"	"0"	
"25004030"	"神机千变"	""	"icon_pet_png"	"fabao_skill_sjh"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"45000"	"0"	"0"	"0"	"0"	""	"0.000000"	""	"12.000000"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	""	"0"	"25004030"	"3"	"26004001"	"3"	"26004002"	"3"	"26004003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fabao_shenjihe_attack1.act.txt"	""	"1"	"打击前方扇形区域，对最多[green]${0},1$[white]个目标造成[green]${1},9$[white]攻击力+[green]${2},1$[white]点[pink]风系[white]伤害。"	"[[`effect_type_id`,0,25004030,`objectNum`],[`effect_type_id`,0,25004030,`hurtPercentage`],[`effect_type_id`,0,25004030,`hurtValue`]]"	"4"	"1,1"	"-1"	"1"	"1000"	"0"	"0"	""	"1"	"6"	"1"	"0"	
"25004040"	"神机千变"	""	"icon_pet_png"	"fabao_skill_sjh"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"45000"	"0"	"0"	"0"	"0"	""	"0.000000"	""	"12.000000"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	""	"0"	"25004040"	"3"	"26004001"	"3"	"26004002"	"3"	"26004003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fabao_shenjihe_attack1.act.txt"	""	"1"	"打击前方扇形区域，对最多[green]${0},1$[white]个目标造成[green]${1},9$[white]攻击力+[green]${2},1$[white]点[pink]风系[white]伤害。"	"[[`effect_type_id`,0,25004040,`objectNum`],[`effect_type_id`,0,25004040,`hurtPercentage`],[`effect_type_id`,0,25004040,`hurtValue`]]"	"5"	"1,1"	"-1"	"1"	"1000"	"0"	"0"	""	"1"	"6"	"1"	"0"	
