"寻路编号"	"寻路类型（1，与NPC聊天，2，打开自动战斗杀怪，3,静物交互,4，无操作,）"	"Npc的typeid"	"所在场景ID"	"坐标X"	"坐标Y"	"坐标Z"	"点名（索引点表CreatureSpawnConfig）"	"名称"	"是否为传送阵"	"Npc在地图上的图标"	"战力区域显示"	"是否显示列表中0不显示"	""	""	
"132"	"3"	"11049"	"1002"	"401.600000"	"41.800000"	"219.200000"	""	"打酒"	""	""	""	""	""	""	
"133"	"1"	"11050"	"1002"	"409.000000"	"40.000000"	"214.600000"	""	"欧阳羽(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"134"	"3"	"11051"	"1002"	"417.700000"	"40.400000"	"166.000000"	""	"采草药"	""	""	""	""	""	""	
"135"	"1"	"11052"	"1002"	"349.780000"	"39.660000"	"159.620000"	""	"张大爷(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"136"	"3"	"11053"	"1002"	"365.400000"	"40.200000"	"144.400000"	""	"称粮"	""	""	""	""	""	""	
"137"	"2"	"11060"	"1002"	"332.700000"	"40.400000"	"85.700000"	""	"作乱官兵(Lv.50)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"138"	"1"	"11055"	"1002"	"346.400000"	"40.000000"	"143.100000"	""	"赵钱孙(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"139"	"1"	"11056"	"1002"	"371.470000"	"40.000000"	"130.070000"	""	"苏小妹(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"140"	"3"	"11057"	"1002"	"380.000000"	"40.400000"	"127.400000"	""	"调查"	""	""	""	""	""	""	
"141"	"1"	"11058"	"1002"	"283.480000"	"40.200000"	"94.890000"	""	"刘楚玉(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"142"	"1"	"11059"	"1002"	"356.880000"	"40.000000"	"123.390000"	""	"李大力(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"144"	"2"	"11061"	"1002"	"306.140000"	"39.960000"	"82.510000"	""	"士兵头领(Lv.51)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"145"	"2"	"11062"	"1002"	"309.710000"	"40.620000"	"100.460000"	""	"官爷(Lv.53)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"146"	"1"	"11063"	"1002"	"134.800000"	"56.000000"	"90.400000"	""	"欧阳羽(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"147"	"2"	"11064"	"1002"	"368.800000"	"43.000000"	"449.300000"	""	"刘子业(Lv.42)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"148"	"1"	"11065"	"1002"	"239.000000"	"39.810000"	"64.520000"	""	"柳沉云(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"149"	"2"	"11106"	"1002"	"451.970000"	"40.320000"	"207.990000"	""	"抢粮官兵(Lv.48)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"150"	"2"	"11067"	"1002"	"291.200000"	"40.130000"	"54.500000"	""	"山贼(Lv.52)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"151"	"1"	"11068"	"1002"	"264.660000"	"39.730000"	"82.860000"	""	"猎户(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"152"	"1"	"11069"	"1002"	"358.400000"	"43.000000"	"355.100000"	""	"林仙儿(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"153"	"3"	"11070"	"1002"	"249.170000"	"39.670000"	"110.170000"	""	"调查"	""	""	""	""	""	""	
"154"	"2"	"11071"	"1002"	"231.000000"	"46.190000"	"108.000000"	""	"天威营守卫(Lv.53)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"155"	"2"	"11072"	"1002"	"192.000000"	"53.580000"	"81.000000"	""	"天威营部众(Lv.53)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"156"	"1"	"11073"	"1002"	"167.530000"	"56.060000"	"93.620000"	""	"天威营部众(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"157"	"1"	"11074"	"1002"	"146.280000"	"56.000000"	"87.200000"	""	"天威营部众(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"158"	"3"	"11075"	"1002"	"135.710000"	"55.950000"	"95.400000"	""	"调查"	""	""	""	""	""	""	
"159"	"1"	"11076"	"1002"	"121.900000"	"58.400000"	"98.400000"	""	"柳元景(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"160"	"1"	"11077"	"1002"	"138.000000"	"56.410000"	"84.520000"	""	"刘楚玉(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"161"	"1"	"11078"	"1002"	"117.000000"	"58.600000"	"100.800000"	""	"刘怀远(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"162"	"2"	"11079"	"1002"	"158.600000"	"56.200000"	"121.500000"	""	"颜师伯(Lv.55)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"163"	"1"	"11080"	"1002"	"125.270000"	"55.760000"	"116.850000"	""	"颜师伯(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"164"	"2"	"11081"	"1002"	"159.300000"	"56.000000"	"106.300000"	""	"刘怀远(Lv.58)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"165"	"2"	"11082"	"1002"	"138.500000"	"56.000000"	"125.400000"	""	"柳元景(Lv.55)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"166"	"1"	"11083"	"1002"	"120.500000"	"58.400000"	"105.800000"	""	"王玄谟(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"167"	"3"	"11084"	"1002"	"123.500000"	"57.700000"	"103.100000"	""	"放火"	""	""	""	""	""	""	
"168"	"1"	"11085"	"1002"	"95.500000"	"47.200000"	"230.000000"	""	"李芸娘(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"169"	"2"	"11086"	"1002"	"91.000000"	"44.870000"	"203.000000"	""	"狼(Lv.55)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"170"	"3"	"11087"	"1002"	"99.600000"	"47.240000"	"223.400000"	""	"白小一"	""	""	""	""	""	""	
"171"	"2"	"11088"	"1002"	"80.000000"	"44.940000"	"233.240000"	""	"北魏士兵(Lv.58)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"172"	"1"	"11089"	"1002"	"91.800000"	"46.100000"	"235.100000"	""	"欧阳羽(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"173"	"2"	"11090"	"1002"	"72.600000"	"40.100000"	"275.700000"	""	"刘怀远(Lv.60)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"174"	"1"	"11091"	"1002"	"89.400000"	"39.900000"	"305.600000"	""	"刘怀远(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"175"	"1"	"11092"	"1002"	"78.600000"	"40.000000"	"305.100000"	""	"刘楚玉(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"176"	"3"	"11093"	"1002"	"77.390000"	"40.000000"	"315.240000"	""	"美女"	""	""	""	""	""	""	
"177"	"3"	"11094"	"1002"	"79.900000"	"40.000000"	"304.400000"	""	"财宝"	""	""	""	""	""	""	
"178"	"1"	"11095"	"1002"	"93.800000"	"39.900000"	"313.400000"	""	"白伊(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"179"	"1"	"11096"	"1002"	"361.600000"	"43.100000"	"325.300000"	""	"白伊(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"180"	"2"	"11097"	"1002"	"381.600000"	"43.000000"	"317.900000"	""	"小偷(Lv.60)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"181"	"3"	"11098"	"1002"	"382.800000"	"43.100000"	"310.800000"	""	"钱袋"	""	""	""	""	""	""	
"182"	"1"	"11099"	"1002"	"353.600000"	"43.000000"	"328.090000"	""	"周小贫(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"183"	"1"	"11100"	"1002"	"350.800000"	"43.000000"	"333.610000"	""	"白小一(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"184"	"1"	"11101"	"1002"	"376.310000"	"43.000000"	"328.090000"	""	"萧逸明(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"185"	"3"	"11102"	"1002"	"188.300000"	"43.100000"	"397.600000"	""	"读书"	""	""	""	""	""	""	
"186"	"3"	"11103"	"1002"	"232.800000"	"43.100000"	"401.600000"	""	"取药"	""	""	""	""	""	""	
"187"	"2"	"11104"	"1002"	"292.300000"	"43.100000"	"407.200000"	""	"何戟(Lv.45)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"188"	"1"	"11105"	"1002"	"143.500000"	"56.100000"	"89.200000"	""	"白小一(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"189"	"1"	"11107"	"1002"	"267.300000"	"40.100000"	"110.700000"	""	"小栗子(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"190"	"1"	"11108"	"1002"	"287.000000"	"40.140000"	"72.800000"	""	"山贼首领(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"191"	"1"	"11109"	"1002"	"421.970000"	"39.700000"	"342.750000"	""	"守卫(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"192"	"1"	"11110"	"1002"	"317.400000"	"40.200000"	"99.500000"	""	"萧希通(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"193"	"1"	"11111"	"1002"	"151.730000"	"42.340000"	"354.430000"	""	"守卫(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"194"	"3"	"11112"	"1002"	"182.600000"	"43.000000"	"470.500000"	""	"查看伤口"	""	""	""	""	""	""	
"203"	"2"	"11113"	"1002"	"431.050000"	"39.590000"	"131.370000"	""	"劫匪(Lv.49)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"204"	"2"	"11114"	"1002"	"265.900000"	"40.200000"	"198.900000"	""	"山猪(Lv.60)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"205"	"2"	"11115"	"1002"	"120.630000"	"39.820000"	"271.850000"	""	"精剑堂刺客(Lv.60)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"206"	"2"	"11116"	"1002"	"57.250000"	"39.830000"	"342.150000"	""	"北魏精兵(Lv.60)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"207"	"2"	"11117"	"1002"	"115.720000"	"40.040000"	"394.130000"	""	"北魏精兵(Lv.60)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"208"	"2"	"11118"	"1002"	"371.640000"	"43.270000"	"287.360000"	""	"飞贼团伙(Lv.60)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"209"	"2"	"11119"	"1002"	"181.230000"	"39.580000"	"219.820000"	""	"南朝士兵(Lv.60)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"210"	"2"	"11120"	"1002"	"371.000000"	"39.360000"	"216.570000"	""	"南朝士兵(Lv.60)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"215"	"2"	"11121"	"1002"	"218.000000"	"43.620000"	"176.560000"	""	"天威叛军(Lv.60)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"216"	"2"	"11122"	"1002"	"324.410000"	"49.710000"	"187.490000"	""	"乞活军(Lv.60)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"217"	"2"	"11123"	"1002"	"466.520000"	"39.480000"	"340.760000"	""	"南朝精兵(Lv.60)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"218"	"2"	"11124"	"1002"	"76.170000"	"39.880000"	"257.320000"	""	"天威部众(Lv.50)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"219"	"2"	"11125"	"1002"	"132.900000"	"50.500000"	"165.200000"	""	"天威叛徒(Lv.60)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"220"	"2"	"11126"	"1002"	"258.630000"	"40.030000"	"164.190000"	""	"山贼(Lv.60)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"222"	"1"	"11140"	"1002"	"262.000000"	"43.100000"	"437.500000"	""	"寿寂之(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"223"	"1"	"11141"	"1002"	"284.900000"	"43.100000"	"437.300000"	""	"姜产之(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"224"	"2"	"11142"	"1002"	"294.700000"	"43.100000"	"457.800000"	""	"姜产之(Lv.45)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"225"	"2"	"11143"	"1002"	"251.700000"	"43.100000"	"454.900000"	""	"寿寂之(Lv.50)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"226"	"1"	"11144"	"1002"	"279.800000"	"40.100000"	"229.000000"	""	"刘怀远(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"231"	"1"	"11145"	"1002"	"199.500000"	"43.000000"	"455.100000"	""	"宫廷侍女(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"232"	"1"	"11152"	"1002"	"79.800000"	"40.000000"	"301.500000"	""	"白小一(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"233"	"1"	"11146"	"1002"	"192.200000"	"43.100000"	"403.300000"	""	"墨雨(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"234"	"1"	"11147"	"1002"	"198.500000"	"43.100000"	"403.700000"	""	"白伊(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"235"	"1"	"11150"	"1002"	"288.700000"	"40.000000"	"209.300000"	""	"刘楚玉(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"236"	"1"	"11148"	"1002"	"287.900000"	"40.000000"	"217.500000"	""	"萧逸明(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"237"	"2"	"11149"	"1002"	"303.700000"	"40.000000"	"229.000000"	""	"刘怀远(Lv.60)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"238"	"1"	"11151"	"1002"	"288.500000"	"40.000000"	"205.700000"	""	"白伊（Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"240"	"1"	"11153"	"1002"	"283.550000"	"39.680000"	"92.140000"	""	"欧阳羽(Lv.100)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"244"	"1"	"11991"	"1002"	"258.700000"	"43.100000"	"405.000000"	""	"王镖师"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"606"	"2"	"20180202"	"1002"	"273.800000"	"40.000000"	"64.700000"	""	"凶星"	""	""	""	"0"	""	""	
"245"	"2"	"12001"	"1003"	"337.000000"	"40.000000"	"276.100000"	""	"守卫(Lv.62)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"246"	"1"	"12002"	"1003"	"295.200000"	"40.100000"	"242.500000"	""	"欧阳羽(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"247"	"2"	"12003"	"1003"	"299.800000"	"40.100000"	"225.700000"	""	"南朝士兵(Lv.63)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"248"	"2"	"12004"	"1003"	"305.500000"	"40.100000"	"243.200000"	""	"王玄谟(Lv.64)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"249"	"3"	"12005"	"1003"	"309.500000"	"40.100000"	"240.700000"	""	"喂药"	""	""	""	""	""	""	
"250"	"3"	"12006"	"1003"	"273.900000"	"40.100000"	"290.800000"	""	"准备物品"	""	""	""	""	""	""	
"251"	"1"	"12007"	"1003"	"286.700000"	"41.200000"	"295.700000"	""	"白伊(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"252"	"1"	"12008"	"1003"	"277.400000"	"40.100000"	"270.400000"	""	"刘楚玉(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"253"	"3"	"12009"	"1003"	"273.600000"	"40.100000"	"247.800000"	""	"信鸽"	""	""	""	""	""	""	
"254"	"1"	"12010"	"1003"	"298.600000"	"40.100000"	"289.900000"	""	"萧逸明(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"255"	"3"	"12011"	"1003"	"310.100000"	"40.100000"	"297.300000"	""	"调查"	""	""	""	""	""	""	
"256"	"2"	"12012"	"1003"	"312.300000"	"40.100000"	"317.000000"	""	"侍女(Lv.64)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"257"	"1"	"12013"	"1003"	"315.800000"	"40.100000"	"296.200000"	""	"白小一(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"258"	"2"	"12014"	"1003"	"306.300000"	"40.100000"	"309.800000"	""	"白伊(Lv.65)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"259"	"1"	"12015"	"1003"	"276.900000"	"39.900000"	"364.800000"	""	"欧阳羽(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"260"	"2"	"12016"	"1003"	"286.400000"	"40.700000"	"390.500000"	""	"混混(Lv.66)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"261"	"1"	"12017"	"1003"	"305.300000"	"40.000000"	"386.400000"	""	"慧相(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"262"	"1"	"12018"	"1003"	"307.100000"	"40.000000"	"376.300000"	""	"刘楚玉(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"263"	"3"	"12019"	"1003"	"268.000000"	"40.100000"	"329.900000"	""	"餐饭"	""	""	""	""	""	""	
"264"	"2"	"12020"	"1003"	"361.800000"	"44.900000"	"437.600000"	""	"野蛇(Lv.67)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"265"	"2"	"12021"	"1003"	"381.700000"	"46.000000"	"427.800000"	""	"野猪(Lv.68)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"266"	"1"	"12022"	"1003"	"446.600000"	"56.000000"	"462.300000"	""	"王佩之(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"267"	"1"	"12023"	"1003"	"440.300000"	"56.000000"	"445.800000"	""	"刘楚玉(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"268"	"3"	"12024"	"1003"	"444.600000"	"56.000000"	"447.400000"	""	"观察"	""	""	""	""	""	""	
"269"	"1"	"12025"	"1003"	"436.200000"	"57.000000"	"466.600000"	""	"萧晔(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"270"	"3"	"12026"	"1003"	"436.100000"	"56.000000"	"455.300000"	""	"曲水流觞"	""	""	""	""	""	""	
"271"	"1"	"12027"	"1003"	"443.700000"	"56.000000"	"450.600000"	""	"白小一(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"272"	"1"	"12028"	"1003"	"438.000000"	"56.000000"	"430.000000"	""	"萧逸明(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"273"	"3"	"12029"	"1003"	"436.800000"	"56.000000"	"433.700000"	""	"写诗"	""	""	""	""	""	""	
"274"	"1"	"12030"	"1003"	"455.800000"	"56.000000"	"456.600000"	""	"帅哥(Lv.120)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"275"	"1"	"12031"	"1003"	"459.600000"	"56.000000"	"451.200000"	""	"帅哥(Lv.120)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"276"	"3"	"12032"	"1003"	"452.000000"	"56.000000"	"464.500000"	""	"零食"	""	""	""	""	""	""	
"277"	"1"	"12033"	"1003"	"449.300000"	"56.000000"	"378.900000"	""	"欧阳羽(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"278"	"2"	"12034"	"1003"	"461.500000"	"56.000000"	"405.200000"	""	"刺客(Lv.69)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"279"	"1"	"12035"	"1003"	"449.700000"	"56.000000"	"399.400000"	""	"刺客首领(Lv.120)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"280"	"3"	"12036"	"1003"	"449.900000"	"56.000000"	"379.200000"	""	"欧阳羽"	""	""	""	""	""	""	
"281"	"3"	"12037"	"1003"	"450.900000"	"56.000000"	"387.900000"	""	"白伊"	""	""	""	""	""	""	
"282"	"3"	"12038"	"1003"	"448.600000"	"56.000000"	"384.400000"	""	"萧逸明"	""	""	""	""	""	""	
"283"	"3"	"12039"	"1003"	"450.700000"	"56.000000"	"465.400000"	""	"王佩之"	""	""	""	""	""	""	
"284"	"2"	"12040"	"1003"	"459.300000"	"56.200000"	"427.200000"	""	"刺客头目(Lv.70)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"285"	"3"	"12041"	"1003"	"437.700000"	"56.000000"	"410.800000"	""	"采药"	""	""	""	""	""	""	
"286"	"3"	"12042"	"1003"	"436.900000"	"56.000000"	"442.300000"	""	"上药"	""	""	""	""	""	""	
"287"	"1"	"12043"	"1003"	"436.700000"	"56.000000"	"384.600000"	""	"宗越(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"288"	"2"	"12044"	"1003"	"440.700000"	"50.400000"	"342.800000"	""	"野猪(Lv.70)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"289"	"2"	"12045"	"1003"	"386.100000"	"40.400000"	"296.300000"	""	"野蛇(Lv.72)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"290"	"1"	"12046"	"1003"	"301.100000"	"40.100000"	"267.500000"	""	"曹子阑(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"291"	"1"	"12047"	"1003"	"247.900000"	"40.100000"	"235.000000"	""	"沉香(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"292"	"1"	"12048"	"1003"	"227.900000"	"40.100000"	"252.900000"	""	"宗越(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"293"	"2"	"12049"	"1003"	"239.400000"	"40.100000"	"252.800000"	""	"沈田子(Lv.73)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"294"	"1"	"12050"	"1003"	"230.100000"	"40.100000"	"261.000000"	""	"沈田子(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"295"	"2"	"12051"	"1003"	"239.700000"	"40.100000"	"284.100000"	""	"欧阳羽(Lv.74)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"296"	"1"	"12052"	"1003"	"221.500000"	"40.100000"	"306.200000"	""	"侍女(Lv.120)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"297"	"3"	"12053"	"1003"	"309.300000"	"40.100000"	"296.100000"	""	"调查"	""	""	""	""	""	""	
"298"	"1"	"12054"	"1003"	"334.100000"	"40.000000"	"265.900000"	""	"侍卫(Lv.120)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"299"	"2"	"12055"	"1003"	"260.600000"	"40.200000"	"159.500000"	""	"拦路士兵(Lv.75)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"300"	"1"	"12056"	"1003"	"280.000000"	"40.000000"	"131.800000"	""	"士兵头领(Lv.120)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"301"	"3"	"12057"	"1003"	"280.000000"	"40.000000"	"131.800000"	""	"查看证件"	""	""	""	""	""	""	
"302"	"1"	"12058"	"1003"	"307.900000"	"40.000000"	"111.000000"	""	"欧阳羽(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"303"	"2"	"12059"	"1003"	"304.700000"	"40.000000"	"126.800000"	""	"士兵头领(Lv.76)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"304"	"1"	"12060"	"1003"	"327.800000"	"40.000000"	"130.000000"	""	"白伊(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"305"	"1"	"12061"	"1003"	"332.400000"	"40.000000"	"135.200000"	""	"刘楚玉(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"306"	"2"	"12062"	"1003"	"336.200000"	"40.000000"	"173.700000"	""	"南朝士兵(Lv.77)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"307"	"1"	"12063"	"1003"	"347.200000"	"40.000000"	"167.500000"	""	"沈庆之(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"308"	"2"	"12064"	"1003"	"354.600000"	"39.900000"	"189.200000"	""	"沈庆之(Lv.78)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"309"	"3"	"12065"	"1003"	"341.000000"	"40.000000"	"158.600000"	""	"调查"	""	""	""	""	""	""	
"310"	"2"	"12066"	"1003"	"360.500000"	"40.000000"	"206.400000"	""	"蛇(Lv.79)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"311"	"2"	"12067"	"1003"	"372.000000"	"40.000000"	"185.500000"	""	"野猪(Lv.80)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"312"	"2"	"12068"	"1003"	"383.400000"	"40.000000"	"219.700000"	""	"狼(Lv.81)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"313"	"2"	"12069"	"1003"	"406.000000"	"40.000000"	"237.200000"	""	"谢灵运(Lv.82)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"314"	"1"	"12070"	"1003"	"419.400000"	"40.000000"	"223.700000"	""	"谢灵运(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"315"	"1"	"12071"	"1003"	"440.400000"	"46.000000"	"151.600000"	""	"僧人(Lv.120)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"316"	"1"	"12072"	"1003"	"431.300000"	"49.000000"	"66.200000"	""	"法显(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"317"	"1"	"12073"	"1003"	"451.600000"	"49.000000"	"105.700000"	""	"刘楚玉(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"318"	"3"	"12074"	"1003"	"453.700000"	"49.000000"	"95.600000"	""	"查看病情"	""	""	""	""	""	""	
"319"	"3"	"12075"	"1003"	"440.800000"	"40.100000"	"209.500000"	""	"采药"	""	""	""	""	""	""	
"320"	"1"	"12076"	"1003"	"453.400000"	"49.100000"	"88.700000"	""	"白小一(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"321"	"1"	"12077"	"1003"	"428.200000"	"49.000000"	"68.000000"	""	"谢灵运(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"322"	"1"	"12078"	"1003"	"441.900000"	"39.900000"	"261.800000"	""	"商人(Lv.120)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"323"	"3"	"12079"	"1003"	"443.180000"	"49.100000"	"98.900000"	""	"摘菜"	""	""	""	""	""	""	
"324"	"3"	"12080"	"1003"	"459.800000"	"49.100000"	"80.000000"	""	"烹饪"	""	""	""	""	""	""	
"325"	"1"	"12081"	"1003"	"447.900000"	"49.000000"	"110.800000"	""	"宗越(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"326"	"1"	"12082"	"1003"	"456.800000"	"49.100000"	"67.300000"	""	"萧逸明(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"327"	"1"	"12083"	"1003"	"424.900000"	"49.000000"	"87.450000"	""	"欧阳羽(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"328"	"1"	"12084"	"1003"	"453.500000"	"49.000000"	"96.900000"	""	"白伊(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
